,RaceID,Web,Party,PartyID,Name,CandID,Votes,Share_x,Source,Source Link,Office,Contributor Name,ContributorID,Turnout,Type,Term Start Year,Term Start Month,Term End Year,Term End Month,Poll Year,Poll Month,State,County,City,Share_y,Index
7539,224786, , Nonpartisan,92, Patrick C. Shea,94548,109,0.04, San Diego County Registrar of Voters , http://www.sdvote.org/election//SANDIEGO072605.xml, Mayor, Summer Intern,762,21.69, Nonpartisan Primary Election,2005,12,2009.0,1.0,2005,7, California , San Diego , San Diego ,0.57,512.0
7540,224786, www.rider4mayor.com, Nonpartisan,92, Richard Rider,16368,0,0.0, San Diego County Registrar of Voters , http://www.sdvote.org/election//SANDIEGO072605.xml, Mayor, Summer Intern,762,21.69, Nonpartisan Primary Election,2005,12,2009.0,1.0,2005,7, California , San Diego , San Diego ,0.57,512.0
7541,224786, , Nonpartisan,92," Michael ""Myke"" Shelby",91082,,, San Diego County Registrar of Voters , http://www.sdvote.org/election//SANDIEGO072605.xml, Mayor, Summer Intern,762,21.69, Nonpartisan Primary Election,2005,12,2009.0,1.0,2005,7, California , San Diego , San Diego ,0.57,512.0
7559,790657, , Nonpartisan,92, City Councilmember Kevin Faulconer,63305,647,0.27, , http://www.sdvote.com/voters/Eng/archive/201311bull.pdf, Mayor, IndyGeorgia,6738,18.49, Primary Election,2014,1,2016.0,12.0,2013,11, California , San Diego , San Diego ,0.84,2763.0
7560,790657, http://www.votedavidalvarez.com/welcome.html, Nonpartisan,92, City Councilmember David Alvarez,246165,612,0.25, , http://www.sdvote.com/voters/Eng/archive/201311bull.pdf, Mayor, IndyGeorgia,6738,18.49, Primary Election,2014,1,2016.0,12.0,2013,11, California , San Diego , San Diego ,0.84,2763.0
7561,790657, , Nonpartisan,92, St. Rep. Nathan Fletcher,192035,434,0.18, , http://www.sdvote.com/voters/Eng/archive/201311bull.pdf, Mayor, IndyGeorgia,6738,18.49, Primary Election,2014,1,2016.0,12.0,2013,11, California , San Diego , San Diego ,0.84,2763.0
7562,790657, http://www.aguirreforcityattorney.com/, Nonpartisan,92, City Attorney Mike Aguirre,52888,344,0.14, , http://www.sdvote.com/voters/Eng/archive/201311bull.pdf, Mayor, IndyGeorgia,6738,18.49, Primary Election,2014,1,2016.0,12.0,2013,11, California , San Diego , San Diego ,0.84,2763.0
7563,790657, , Nonpartisan,92, Lincoln Pickard,63354,5,0.0, , http://www.sdvote.com/voters/Eng/archive/201311bull.pdf, Mayor, IndyGeorgia,6738,18.49, Primary Election,2014,1,2016.0,12.0,2013,11, California , San Diego , San Diego ,0.84,2763.0
7564,790657, , Nonpartisan,92, Bruce Coons,337904,,, , http://www.sdvote.com/voters/Eng/archive/201311bull.pdf, Mayor, IndyGeorgia,6738,18.49, Primary Election,2014,1,2016.0,12.0,2013,11, California , San Diego , San Diego ,0.84,2763.0
7605,131872, , Nonpartisan,92, Joseph L. Alioto,20565,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1968,1,1971.0,12.0,1967,11, California , San Francisco , San Francisco ,0.0,390.0
7606,131872, , Nonpartisan,92, Harold Stanley Dobbs,61072,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1968,1,1971.0,12.0,1967,11, California , San Francisco , San Francisco ,0.0,390.0
7607,131872, , Nonpartisan,92, Jack Morrison,61198,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1968,1,1971.0,12.0,1967,11, California , San Francisco , San Francisco ,0.0,390.0
7608,131872, , Nonpartisan,92, Others,191,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1968,1,1971.0,12.0,1967,11, California , San Francisco , San Francisco ,0.0,390.0
7609,131872, , Nonpartisan,92," William W. ""Bill"" Billings",215758,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1968,1,1971.0,12.0,1967,11, California , San Francisco , San Francisco ,0.0,390.0
7610,131872, , Nonpartisan,92," Earl David ""Maxie"" Brown",215759,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1968,1,1971.0,12.0,1967,11, California , San Francisco , San Francisco ,0.0,390.0
7611,131872, , Nonpartisan,92, George M. Del Secco,215761,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1968,1,1971.0,12.0,1967,11, California , San Francisco , San Francisco ,0.0,390.0
7612,130600, , Nonpartisan,92, (I) Mayor Joseph L. Alioto,20565,"1,477",0.6, San Francisco Chronicle, , Mayor, Patrick,1317,,,1972,1,1975.0,12.0,1971,11, California , San Francisco , San Francisco ,1.26,386.0
7613,130600, , Nonpartisan,92, Harold Stanley Dobbs,61072,670,0.27, San Francisco Chronicle, , Mayor, Patrick,1317,,,1972,1,1975.0,12.0,1971,11, California , San Francisco , San Francisco ,1.26,386.0
7614,130600, http://action.diannefeinstein2012.com/page/content/splash/, Nonpartisan,92, Dianne Feinstein,19,661,0.27, San Francisco Chronicle, , Mayor, Patrick,1317,,,1972,1,1975.0,12.0,1971,11, California , San Francisco , San Francisco ,1.26,386.0
7615,130600, , Nonpartisan,92, Fred Selinger,61073,304,0.12, San Francisco Chronicle, , Mayor, Patrick,1317,,,1972,1,1975.0,12.0,1971,11, California , San Francisco , San Francisco ,1.26,386.0
7616,130600, , Nonpartisan,92, Scott Newhall,61074,,, San Francisco Chronicle, , Mayor, Patrick,1317,,,1972,1,1975.0,12.0,1971,11, California , San Francisco , San Francisco ,1.26,386.0
7617,130503, , Nonpartisan,92, St. Sen. George Moscone,9825,"1,061",0.51, San Francisco Chronicle, , Mayor, Patrick,1317,,,1976,1,1979.0,12.0,1975,11, California , San Francisco , San Francisco ,1.12,383.0
7618,130503, , Nonpartisan,92, John J. Barbagelata,61011,477,0.23, San Francisco Chronicle, , Mayor, Patrick,1317,,,1976,1,1979.0,12.0,1975,11, California , San Francisco , San Francisco ,1.12,383.0
7619,130503, http://action.diannefeinstein2012.com/page/content/splash/, Nonpartisan,92, Dianne Feinstein,19,433,0.21, San Francisco Chronicle, , Mayor, Patrick,1317,,,1976,1,1979.0,12.0,1975,11, California , San Francisco , San Francisco ,1.12,383.0
7620,130503, , Nonpartisan,92, John A. Ertola,61012,362,0.17, San Francisco Chronicle, , Mayor, Patrick,1317,,,1976,1,1979.0,12.0,1975,11, California , San Francisco , San Francisco ,1.12,383.0
7621,130503, , Nonpartisan,92, St. Sen. Milton Marks,18902,,, San Francisco Chronicle, , Mayor, Patrick,1317,,,1976,1,1979.0,12.0,1975,11, California , San Francisco , San Francisco ,1.12,383.0
7625,130138, http://action.diannefeinstein2012.com/page/content/splash/, Nonpartisan,92, (I) Mayor Dianne Feinstein,19,601,0.35, San Francisco Chronicle, , Mayor, Patrick,1317,,,1980,1,1983.0,12.0,1979,11, California , San Francisco , San Francisco ,0.68,380.0
7626,130138, , Nonpartisan,92, Quentin Kopp,60962,573,0.33, San Francisco Chronicle, , Mayor, Patrick,1317,,,1980,1,1983.0,12.0,1979,11, California , San Francisco , San Francisco ,0.68,380.0
7627,130138, , Nonpartisan,92," Eric ""Jello Biafra"" Boucher",18031,,, San Francisco Chronicle, , Mayor, Patrick,1317,,,1980,1,1983.0,12.0,1979,11, California , San Francisco , San Francisco ,0.68,380.0
7632,129476, http://action.diannefeinstein2012.com/page/content/splash/, Nonpartisan,92, (I) Mayor Dianne Feinstein,19,9,0.01, , https://archive.org/details/statementofvote8198sanf_0, Mayor, Patrick,1317,,,1984,1,1987.0,12.0,1983,11, California , San Francisco , San Francisco ,0.02,379.0
7633,129476, http://www.cesarsproductions.com/, Nonpartisan,92, Cesar Ascarrunz,60918,9,0.01, , https://archive.org/details/statementofvote8198sanf_0, Mayor, Patrick,1317,,,1984,1,1987.0,12.0,1983,11, California , San Francisco , San Francisco ,0.02,379.0
7634,129476, , Nonpartisan,92, Gloria E. La Riva,8332,,, , https://archive.org/details/statementofvote8198sanf_0, Mayor, Patrick,1317,,,1984,1,1987.0,12.0,1983,11, California , San Francisco , San Francisco ,0.02,379.0
7635,129474, , Nonpartisan,92," St. Rep. Arthur C. ""Art"" Agnos",25739,480,0.26, San Francisco Chronicle, , Mayor, Patrick,1317,,,1988,1,1991.0,12.0,1987,11, California , San Francisco , San Francisco ,0.59,377.0
7636,129474, , Nonpartisan,92, John L. Molinari,60936,358,0.2, San Francisco Chronicle, , Mayor, Patrick,1317,,,1988,1,1991.0,12.0,1987,11, California , San Francisco , San Francisco ,0.59,377.0
7637,129474, , Nonpartisan,92, Roger Boas,18741,241,0.13, San Francisco Chronicle, , Mayor, Patrick,1317,,,1988,1,1991.0,12.0,1987,11, California , San Francisco , San Francisco ,0.59,377.0
7638,129474, , Nonpartisan,92, Warren Hinckle,60938,0,0.0, San Francisco Chronicle, , Mayor, Patrick,1317,,,1988,1,1991.0,12.0,1987,11, California , San Francisco , San Francisco ,0.59,377.0
7639,129474, http://www.cesarsproductions.com/, Nonpartisan,92, Cesar Ascarrunz,60918,,, San Francisco Chronicle, , Mayor, Patrick,1317,,,1988,1,1991.0,12.0,1987,11, California , San Francisco , San Francisco ,0.59,377.0
7642,128989, , Nonpartisan,92, Frank Jordan,19416,724,0.39, Long Beach Press-Telegram, , Mayor, Patrick,1317,,,1992,1,1995.0,12.0,1991,11, California , San Francisco , San Francisco ,0.85,375.0
7643,128989, , Nonpartisan,92," (I) Mayor Arthur C. ""Art"" Agnos",25739,337,0.18, Long Beach Press-Telegram, , Mayor, Patrick,1317,,,1992,1,1995.0,12.0,1991,11, California , San Francisco , San Francisco ,0.85,375.0
7644,128989, http://www.angela4mayor.com, Nonpartisan,92, Angela Alioto,8729,310,0.17, Long Beach Press-Telegram, , Mayor, Patrick,1317,,,1992,1,1995.0,12.0,1991,11, California , San Francisco , San Francisco ,0.85,375.0
7645,128989, , Nonpartisan,92, Tom Hsieh,60913,214,0.11, Long Beach Press-Telegram, , Mayor, Patrick,1317,,,1992,1,1995.0,12.0,1991,11, California , San Francisco , San Francisco ,0.85,375.0
7646,128989, , Nonpartisan,92, Supervisor Richard Hongisto,60914,,, Long Beach Press-Telegram, , Mayor, Patrick,1317,,,1992,1,1995.0,12.0,1991,11, California , San Francisco , San Francisco ,0.85,375.0
7649,128987, http://www.ci.sf.ca.us/site/mayor_index.asp, Nonpartisan,92, Assembly Speaker Willie L. Brown Jr.,19414,195,0.09, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1995/november/SOV951107.xls, Mayor, Patrick,1317,,,1996,1,1999.0,12.0,1995,11, California , San Francisco , San Francisco ,0.09,373.0
7650,128987, , Nonpartisan,92, (I) Mayor Frank Jordan,19416,,, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1995/november/SOV951107.xls, Mayor, Patrick,1317,,,1996,1,1999.0,12.0,1995,11, California , San Francisco , San Francisco ,0.09,373.0
7653,36390, http://www.ci.sf.ca.us/site/mayor_index.asp, Nonpartisan,92, (I) Mayor Willie L. Brown Jr.,19414,"1,502",0.77, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1999/november/SOV991102.xls, Mayor, Patrick,1317,,,2000,1,2004.0,1.0,1999,11, California , San Francisco , San Francisco ,3.34,129.0
7654,36390, http://www.tomammiano.com/, Nonpartisan,92, (W) Supervisor Tom Ammiano,8727,"1,379",0.71, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1999/november/SOV991102.xls, Mayor, Patrick,1317,,,2000,1,2004.0,1.0,1999,11, California , San Francisco , San Francisco ,3.34,129.0
7655,36390, , Nonpartisan,92, Mayor Frank Jordan,19416,949,0.49, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1999/november/SOV991102.xls, Mayor, Patrick,1317,,,2000,1,2004.0,1.0,1999,11, California , San Francisco , San Francisco ,3.34,129.0
7656,36390, , Nonpartisan,92, Clint Reilly,19417,919,0.47, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1999/november/SOV991102.xls, Mayor, Patrick,1317,,,2000,1,2004.0,1.0,1999,11, California , San Francisco , San Francisco ,3.34,129.0
7657,36390, , Nonpartisan,92, Martin Lee Eng,176249,765,0.39, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1999/november/SOV991102.xls, Mayor, Patrick,1317,,,2000,1,2004.0,1.0,1999,11, California , San Francisco , San Francisco ,3.34,129.0
7658,36390, http://www.lucreciabermudez.com/postnuke/, Nonpartisan,92, Lucrecia Bermudez,66753,511,0.26, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1999/november/SOV991102.xls, Mayor, Patrick,1317,,,2000,1,2004.0,1.0,1999,11, California , San Francisco , San Francisco ,3.34,129.0
7659,36390, http://www.cesarsproductions.com/, Nonpartisan,92, Cesar Ascarrunz,60918,494,0.25, , http://www.sfgov.org/site/uploadedfiles/elections/ElectionsArchives/1999/november/SOV991102.xls, Mayor, Patrick,1317,,,2000,1,2004.0,1.0,1999,11, California , San Francisco , San Francisco ,3.34,129.0
7662,19274, http://www.gavinnewsom.com, Nonpartisan,92, Supervisor Gavin Newsom,8728,755,0.36, , http://www.sfgov.org/site/election_index.asp?id=19601, Mayor, Patrick,1317,26.84, Nonpartisan Primary Election,2004,1,2008.0,1.0,2003,11, California , San Francisco , San Francisco ,0.77,51.0
7663,19274, http://www.mattgonzalez.com, Nonpartisan,92, Supervisor Matt Gonzalez,19373,733,0.35, , http://www.sfgov.org/site/election_index.asp?id=19601, Mayor, Patrick,1317,26.84, Nonpartisan Primary Election,2004,1,2008.0,1.0,2003,11, California , San Francisco , San Francisco ,0.77,51.0
7664,19274, http://www.angela4mayor.com, Nonpartisan,92, Supervisor Angela Alioto,8729,131,0.06, , http://www.sfgov.org/site/election_index.asp?id=19601, Mayor, Patrick,1317,26.84, Nonpartisan Primary Election,2004,1,2008.0,1.0,2003,11, California , San Francisco , San Francisco ,0.77,51.0
7665,19274, http://www.tomammiano.com/, Nonpartisan,92, Supervisor Tom Ammiano,8727,,, , http://www.sfgov.org/site/election_index.asp?id=19601, Mayor, Patrick,1317,26.84, Nonpartisan Primary Election,2004,1,2008.0,1.0,2003,11, California , San Francisco , San Francisco ,0.77,51.0
7668,323753, http://www.gavinnewsom.com, Nonpartisan,92, (I) Mayor Gavin Newsom,8728,"1,772",1.24, , http://www.sfgov.org/site/elections_index.asp?id=68841, Mayor, Patrick,1317,17.93, Nonpartisan General Election,2008,1,2012.0,1.0,2007,11, California , San Francisco , San Francisco ,3.68,939.0
7669,323753, , Nonpartisan,92, Quintin Mecke,164014,"1,423",0.99, , http://www.sfgov.org/site/elections_index.asp?id=68841, Mayor, Patrick,1317,17.93, Nonpartisan General Election,2008,1,2012.0,1.0,2007,11, California , San Francisco , San Francisco ,3.68,939.0
7670,323753, , Nonpartisan,92, Harold Hoogasian,164013,915,0.64, , http://www.sfgov.org/site/elections_index.asp?id=68841, Mayor, Patrick,1317,17.93, Nonpartisan General Election,2008,1,2012.0,1.0,2007,11, California , San Francisco , San Francisco ,3.68,939.0
7671,323753, , Nonpartisan,92, Wilma Pang,147603,644,0.45, , http://www.sfgov.org/site/elections_index.asp?id=68841, Mayor, Patrick,1317,17.93, Nonpartisan General Election,2008,1,2012.0,1.0,2007,11, California , San Francisco , San Francisco ,3.68,939.0
7672,323753, , Nonpartisan,92, Ahmisa Porter Sumchai,147605,519,0.36, , http://www.sfgov.org/site/elections_index.asp?id=68841, Mayor, Patrick,1317,17.93, Nonpartisan General Election,2008,1,2012.0,1.0,2007,11, California , San Francisco , San Francisco ,3.68,939.0
7673,323753, , Nonpartisan,92," ""Chicken"" John Rinaldi",183670,,, , http://www.sfgov.org/site/elections_index.asp?id=68841, Mayor, Patrick,1317,17.93, Nonpartisan General Election,2008,1,2012.0,1.0,2007,11, California , San Francisco , San Francisco ,3.68,939.0
7678,563623, , Nonpartisan,92," (I) Mayor Edwin M. ""Ed"" Lee",261622,"7,896",2.91, , http://www.sfelections.org/results/20111108/data/mayor.html, Mayor, Patrick,1317,58.24, General Election,2012,1,2016.0,1.0,2011,11, California , San Francisco , San Francisco ,8.23,1784.0
7679,563623, , Nonpartisan,92, Supervisor John Avalos,201052,"7,378",2.72, , http://www.sfelections.org/results/20111108/data/mayor.html, Mayor, Patrick,1317,58.24, General Election,2012,1,2016.0,1.0,2011,11, California , San Francisco , San Francisco ,8.23,1784.0
7680,563623, , Nonpartisan,92, City Attorney Dennis Herrera,111165,"3,185",1.18, , http://www.sfelections.org/results/20111108/data/mayor.html, Mayor, Patrick,1317,58.24, General Election,2012,1,2016.0,1.0,2011,11, California , San Francisco , San Francisco ,8.23,1784.0
7681,563623, http://votedavidchiu.org/, Nonpartisan,92, Supervisor David Chiu,186623,"1,738",0.64, , http://www.sfelections.org/results/20111108/data/mayor.html, Mayor, Patrick,1317,58.24, General Election,2012,1,2016.0,1.0,2011,11, California , San Francisco , San Francisco ,8.23,1784.0
7682,563623, http://www.lelandyee.com/, Nonpartisan,92, St. Sen. Leland Y. Yee,5379,"1,049",0.39, , http://www.sfelections.org/results/20111108/data/mayor.html, Mayor, Patrick,1317,58.24, General Election,2012,1,2016.0,1.0,2011,11, California , San Francisco , San Francisco ,8.23,1784.0
7683,563623, , Nonpartisan,92, Jeff Adachi,227774,583,0.22, , http://www.sfelections.org/results/20111108/data/mayor.html, Mayor, Patrick,1317,58.24, General Election,2012,1,2016.0,1.0,2011,11, California , San Francisco , San Francisco ,8.23,1784.0
7684,563623, http://www.bevandufty.com/, Nonpartisan,92, Supervisor Bevan Dufty,66751,469,0.17, , http://www.sfelections.org/results/20111108/data/mayor.html, Mayor, Patrick,1317,58.24, General Election,2012,1,2016.0,1.0,2011,11, California , San Francisco , San Francisco ,8.23,1784.0
7685,806371, , Nonpartisan,92," (I) Mayor Edwin M. ""Ed"" Lee",261622,36,0.02, , http://www.sfelections.org/results/20151103/, Mayor, RBH,1989,40.89, General Election,2016,1,2020.0,1.0,2015,11, California , San Francisco , San Francisco ,0.02,2875.0
7686,806371, , Nonpartisan,92, Francisco Herrera,359405,7,0.0, , http://www.sfelections.org/results/20151103/, Mayor, RBH,1989,40.89, General Election,2016,1,2020.0,1.0,2015,11, California , San Francisco , San Francisco ,0.02,2875.0
7687,806371, , Nonpartisan,92, Amy Farah Weiss,359408,6,0.0, , http://www.sfelections.org/results/20151103/, Mayor, RBH,1989,40.89, General Election,2016,1,2020.0,1.0,2015,11, California , San Francisco , San Francisco ,0.02,2875.0
7688,806371, , Nonpartisan,92, Stuart Schuffman,359407,5,0.0, , http://www.sfelections.org/results/20151103/, Mayor, RBH,1989,40.89, General Election,2016,1,2020.0,1.0,2015,11, California , San Francisco , San Francisco ,0.02,2875.0
7689,806371, , Nonpartisan,92, Kent Graham,359404,5,0.0, , http://www.sfelections.org/results/20151103/, Mayor, RBH,1989,40.89, General Election,2016,1,2020.0,1.0,2015,11, California , San Francisco , San Francisco ,0.02,2875.0
7690,806371, , Nonpartisan,92, Reed Martin,359406,0,0.0, , http://www.sfelections.org/results/20151103/, Mayor, RBH,1989,40.89, General Election,2016,1,2020.0,1.0,2015,11, California , San Francisco , San Francisco ,0.02,2875.0
7691,806371, , Nonpartisan,92, (W) Write-In,22593,,, , http://www.sfelections.org/results/20151103/, Mayor, RBH,1989,40.89, General Election,2016,1,2020.0,1.0,2015,11, California , San Francisco , San Francisco ,0.02,2875.0
7731,280214, http://www.chuckreed.com/index.htm, Nonpartisan,92," City Councilmember Charles R. ""Chuck"" Reed",111112,654,0.52, , http://www.sccgov.org/elections/results/june2006/, Mayor, Patrick,1317,,,2007,1,2011.0,1.0,2006,6, California , Santa Clara , San Jose ,1.39,843.0
7732,280214, http://www.cindychavez4mayor.com/, Nonpartisan,92, City Councilmember Cindy Chavez,111116,653,0.52, , http://www.sccgov.org/elections/results/june2006/, Mayor, Patrick,1317,,,2007,1,2011.0,1.0,2006,6, California , Santa Clara , San Jose ,1.39,843.0
7733,280214, http://www.davidpandori.com/, Nonpartisan,92, City Councilmember David Pandori,111120,441,0.35, , http://www.sccgov.org/elections/results/june2006/, Mayor, Patrick,1317,,,2007,1,2011.0,1.0,2006,6, California , Santa Clara , San Jose ,1.39,843.0
7734,280214, http://www.davecortese.com/site/index.aspx, Nonpartisan,92, City Councilmember Dave Cortese,111117,,, , http://www.sccgov.org/elections/results/june2006/, Mayor, Patrick,1317,,,2007,1,2011.0,1.0,2006,6, California , Santa Clara , San Jose ,1.39,843.0
7741,726054, http://www.davecortese.com/site/index.aspx, Nonpartisan,92, Supervisor Dave Cortese,111117,"1,563",1.2, , http://results.enr.clarityelections.com/CA/Santa_Clara/51635/135179/Web01/en/summary.html, Mayor, Hikikomori Blitzkrieg!,7206,13.76, Primary Election,2015,1,2019.0,1.0,2014,6, California , Santa Clara , San Jose ,1.2,2299.0
7742,726054, , Nonpartisan,92, City Councilmember Sam Liccardo,131967,,, , http://results.enr.clarityelections.com/CA/Santa_Clara/51635/135179/Web01/en/summary.html, Mayor, Hikikomori Blitzkrieg!,7206,13.76, Primary Election,2015,1,2019.0,1.0,2014,6, California , Santa Clara , San Jose ,1.2,2299.0
7752,625390, , Nonpartisan,92, Miguel A. Pulido,136271,595,1.71, , http://www.ci.santa-ana.ca.us/coc/documents/ElectionHistory.pdf, Mayor, RBH,1989,,,1994,12,1996.0,12.0,1994,11, California , Orange , Santa Ana ,1.71,2009.0
7753,625390, , Nonpartisan,92, Ann Avery Andres,233632,,, , http://www.ci.santa-ana.ca.us/coc/documents/ElectionHistory.pdf, Mayor, RBH,1989,,,1994,12,1996.0,12.0,1994,11, California , Orange , Santa Ana ,1.71,2009.0
7816,553628, , Nonpartisan,92, Debbie Jaramillo,219223,53,0.28," Santa Fe New Mexican, 3/2/1994", , Mayor, RBH,1989,,,1994,5,1998.0,5.0,1994,3, New Mexico , Santa Fe , Santa Fe ,0.76,1647.0
7817,553628, , Nonpartisan,92, Peso Chavez,219225,43,0.23," Santa Fe New Mexican, 3/2/1994", , Mayor, RBH,1989,,,1994,5,1998.0,5.0,1994,3, New Mexico , Santa Fe , Santa Fe ,0.76,1647.0
7818,553628, , Nonpartisan,92, Linda Durham,224494,25,0.13," Santa Fe New Mexican, 3/2/1994", , Mayor, RBH,1989,,,1994,5,1998.0,5.0,1994,3, New Mexico , Santa Fe , Santa Fe ,0.76,1647.0
7819,553628, , Nonpartisan,92, Tony Lopez,219218,18,0.1," Santa Fe New Mexican, 3/2/1994", , Mayor, RBH,1989,,,1994,5,1998.0,5.0,1994,3, New Mexico , Santa Fe , Santa Fe ,0.76,1647.0
7820,553628, , Nonpartisan,92, Thomas Montoya,224495,3,0.02," Santa Fe New Mexican, 3/2/1994", , Mayor, RBH,1989,,,1994,5,1998.0,5.0,1994,3, New Mexico , Santa Fe , Santa Fe ,0.76,1647.0
7821,553628, , Nonpartisan,92," J. M. ""Mack"" Moore",224496,,," Santa Fe New Mexican, 3/2/1994", , Mayor, RBH,1989,,,1994,5,1998.0,5.0,1994,3, New Mexico , Santa Fe , Santa Fe ,0.76,1647.0
7918,1568, http://depts.washington.edu/civilr/uhlman.htm, Nonpartisan,92, St. Sen. Wes Uhlman,65463,377,0.38," Seattle Times, 9/17/1969", , Mayor, Barack O-blame-a,787,,,1970,1,1974.0,1.0,1969,9, Washington , King , Seattle ,0.78,2.0
7919,1568, , Nonpartisan,92, St. Rep. R. Mort Frayn,65466,265,0.27," Seattle Times, 9/17/1969", , Mayor, Barack O-blame-a,787,,,1970,1,1974.0,1.0,1969,9, Washington , King , Seattle ,0.78,2.0
7920,1568, , Nonpartisan,92, St. Sen. Fred H. Dore,34223,125,0.13," Seattle Times, 9/17/1969", , Mayor, Barack O-blame-a,787,,,1970,1,1974.0,1.0,1969,9, Washington , King , Seattle ,0.78,2.0
7921,1568, , Nonpartisan,92, Secretary of State A. Ludlow Kramer,18273,,," Seattle Times, 9/17/1969", , Mayor, Barack O-blame-a,787,,,1970,1,1974.0,1.0,1969,9, Washington , King , Seattle ,0.78,2.0
7924,664990, , Nonpartisan,92, City Councilmember Liem Eng Tuai,65464,221,0.24," Seattle Times, 9/19/1973", , Mayor, RBH,1989,,,1974,1,1976.0,1.0,1973,9, Washington , King , Seattle ,0.24,2173.0
7925,664990, http://depts.washington.edu/civilr/uhlman.htm, Nonpartisan,92, (I) Mayor Wes Uhlman,65463,,," Seattle Times, 9/19/1973", , Mayor, RBH,1989,,,1974,1,1976.0,1.0,1973,9, Washington , King , Seattle ,0.24,2173.0
7928,664992, , Nonpartisan,92, Charley Royer,65461,226,0.2," Seattle Times, 9/21/1977", , Mayor, RBH,1989,,,1978,1,1982.0,1.0,1977,9, Washington , King , Seattle ,0.71,2174.0
7929,664992, , Nonpartisan,92, Paul E. Schell,19648,169,0.15," Seattle Times, 9/21/1977", , Mayor, RBH,1989,,,1978,1,1982.0,1.0,1977,9, Washington , King , Seattle ,0.71,2174.0
7930,664992, , Nonpartisan,92, City Councilmember Wayne D. Larkin,94737,112,0.1," Seattle Times, 9/21/1977", , Mayor, RBH,1989,,,1978,1,1982.0,1.0,1977,9, Washington , King , Seattle ,0.71,2174.0
7931,664992, , Nonpartisan,92, City Councilmember Phyllis Lamphere,94731,106,0.09," Seattle Times, 9/21/1977", , Mayor, RBH,1989,,,1978,1,1982.0,1.0,1977,9, Washington , King , Seattle ,0.71,2174.0
7932,664992, , Nonpartisan,92, City Councilmember Samuel Smith,65462,82,0.07," Seattle Times, 9/21/1977", , Mayor, RBH,1989,,,1978,1,1982.0,1.0,1977,9, Washington , King , Seattle ,0.71,2174.0
7933,664992, , Nonpartisan,92, City Councilmember John Ripin Miller,18647,80,0.07," Seattle Times, 9/21/1977", , Mayor, RBH,1989,,,1978,1,1982.0,1.0,1977,9, Washington , King , Seattle ,0.71,2174.0
7934,664992, , Nonpartisan,92, Jim Thebaut,248064,32,0.03," Seattle Times, 9/21/1977", , Mayor, RBH,1989,,,1978,1,1982.0,1.0,1977,9, Washington , King , Seattle ,0.71,2174.0
7939,615149, , Nonpartisan,92, (I) Mayor Charley Royer,65461,406,0.56," Seattle Times, 9/18/1985", , Mayor, RBH,1989,,,1986,1,1990.0,1.0,1985,9, Washington , King , Seattle ,0.56,1977.0
7940,615149, , Nonpartisan,92, City Councilmember Norm Rice,8608,,," Seattle Times, 9/18/1985", , Mayor, RBH,1989,,,1986,1,1990.0,1.0,1985,9, Washington , King , Seattle ,0.56,1977.0
7943,548666, , Nonpartisan,92, City Attorney Douglas Jewett,26611,"1,309",1.35," Seattle Post-Intelligencer, 9/21/1989 (Unofficial)", , Mayor, RBH,1989,,,1990,1,1994.0,1.0,1989,9, Washington , King , Seattle ,3.05,1590.0
7944,548666, , Nonpartisan,92, City Councilmember Norm Rice,8608,559,0.58," Seattle Post-Intelligencer, 9/21/1989 (Unofficial)", , Mayor, RBH,1989,,,1990,1,1994.0,1.0,1989,9, Washington , King , Seattle ,3.05,1590.0
7945,548666, , Nonpartisan,92, County Executive Randy Revelle,72259,386,0.4," Seattle Post-Intelligencer, 9/21/1989 (Unofficial)", , Mayor, RBH,1989,,,1990,1,1994.0,1.0,1989,9, Washington , King , Seattle ,3.05,1590.0
7946,548666, http://www.jimstreet.org/, Nonpartisan,92, City Councilmember Jim Street,95190,350,0.36," Seattle Post-Intelligencer, 9/21/1989 (Unofficial)", , Mayor, RBH,1989,,,1990,1,1994.0,1.0,1989,9, Washington , King , Seattle ,3.05,1590.0
7947,548666, , Nonpartisan,92, City Councilmember Dolores Sibonga,94931,192,0.2," Seattle Post-Intelligencer, 9/21/1989 (Unofficial)", , Mayor, RBH,1989,,,1990,1,1994.0,1.0,1989,9, Washington , King , Seattle ,3.05,1590.0
