,RaceID,Web,Party,PartyID,Name,CandID,Votes,Share_x,Source,Source Link,Office,Contributor Name,ContributorID,Turnout,Type,Term Start Year,Term Start Month,Term End Year,Term End Month,Poll Year,Poll Month,State,County,City,Share_y,Index
88,571172, , Nonpartisan,92, Louis E. Saavedra,202494,512,0.66," Santa Fe Mexican, 10/4/1989", , Mayor, RBH,1989,,,1989,12,1993.0,11.0,1989,10, New Mexico , Bernalillo , Albuquerque ,0.79,1795.0
89,571172, , Nonpartisan,92, Pat Baca,224503,104,0.13," Santa Fe Mexican, 10/4/1989", , Mayor, RBH,1989,,,1989,12,1993.0,11.0,1989,10, New Mexico , Bernalillo , Albuquerque ,0.79,1795.0
90,571172, , Nonpartisan,92, Gov. David F. Cargo,13767,,," Santa Fe Mexican, 10/4/1989", , Mayor, RBH,1989,,,1989,12,1993.0,11.0,1989,10, New Mexico , Bernalillo , Albuquerque ,0.79,1795.0
93,264014, , Nonpartisan,92, Commissioner of Land Jim Baca,101356,61,0.08, , http://www.bernco.gov/upload/images/clerk/past_elections/municipal.html, Mayor, Thomas Walker,334,,,1997,11,2001.0,11.0,1997,10, New Mexico , Bernalillo , Albuquerque ,0.08,675.0
94,264014, http://www.newmexicoforvickie.com, Nonpartisan,92, Vickie S. Perea,110712,1,0.0, , http://www.bernco.gov/upload/images/clerk/past_elections/municipal.html, Mayor, Thomas Walker,334,,,1997,11,2001.0,11.0,1997,10, New Mexico , Bernalillo , Albuquerque ,0.08,675.0
95,264014, , Nonpartisan,92, Gov. David F. Cargo,13767,,, , http://www.bernco.gov/upload/images/clerk/past_elections/municipal.html, Mayor, Thomas Walker,334,,,1997,11,2001.0,11.0,1997,10, New Mexico , Bernalillo , Albuquerque ,0.08,675.0
96,264013, http://mayormarty.com/, Nonpartisan,92, Mayor Martin Chavez,497,139,0.14, , http://www.bernco.gov/upload/images/clerk/past_elections/results_10022001.htm, Mayor, Thomas Walker,334,22.16, General Election,2001,11,2005.0,11.0,2001,10, New Mexico , Bernalillo , Albuquerque ,0.23,674.0
97,264013, , Nonpartisan,92, Bob Schwartz,96625,88,0.09, , http://www.bernco.gov/upload/images/clerk/past_elections/results_10022001.htm, Mayor, Thomas Walker,334,22.16, General Election,2001,11,2005.0,11.0,2001,10, New Mexico , Bernalillo , Albuquerque ,0.23,674.0
98,264013, , Nonpartisan,92, City Councilmember Mike McEntee,94012,,, , http://www.bernco.gov/upload/images/clerk/past_elections/results_10022001.htm, Mayor, Thomas Walker,334,22.16, General Election,2001,11,2005.0,11.0,2001,10, New Mexico , Bernalillo , Albuquerque ,0.23,674.0
220,735836, , Nonpartisan,92, Speaker of the House Joe Hayes,133198,56,0.13, , http://news.google.com/newspapers?id=_aAeAAAAIBAJ&sjid=GKcEAAAAIBAJ&pg=1542%2C2526611, Mayor, RBH,1989,,,1981,12,1984.0,12.0,1981,10, Alaska , Anchorage , Anchorage ,0.13,2345.0
221,735836, http://www.tonyknowles.com, Nonpartisan,92, Tony Knowles,460,,, , http://news.google.com/newspapers?id=_aAeAAAAIBAJ&sjid=GKcEAAAAIBAJ&pg=1542%2C2526611, Mayor, RBH,1989,,,1981,12,1984.0,12.0,1981,10, Alaska , Anchorage , Anchorage ,0.13,2345.0
231,735835, , Nonpartisan,92, Dave Walsh,214148,95,0.18, , http://news.google.com/newspapers?id=9M8yAAAAIBAJ&sjid=n6YEAAAAIBAJ&dq=fink%20boucher&pg=1462%2C3451336, Mayor, RBH,1989,,,1987,12,1990.0,12.0,1987,10, Alaska , Anchorage , Anchorage ,0.26,2344.0
232,735835, , Nonpartisan,92, Speaker of the House Tom Fink,20248,40,0.08, , http://news.google.com/newspapers?id=9M8yAAAAIBAJ&sjid=n6YEAAAAIBAJ&dq=fink%20boucher&pg=1462%2C3451336, Mayor, RBH,1989,,,1987,12,1990.0,12.0,1987,10, Alaska , Anchorage , Anchorage ,0.26,2344.0
233,735835, , Nonpartisan,92," St. Rep. H. A. ""Red"" Boucher",135062,,, , http://news.google.com/newspapers?id=9M8yAAAAIBAJ&sjid=n6YEAAAAIBAJ&dq=fink%20boucher&pg=1462%2C3451336, Mayor, RBH,1989,,,1987,12,1990.0,12.0,1987,10, Alaska , Anchorage , Anchorage ,0.26,2344.0
238,489438, , Nonpartisan,92, Rick Mystrom,9095,"2,314",3.35, , http://www.muni.org/iceimages/Assembly2/1994.04.19%20Results%20Cumulative.pdf, Mayor, RBH,1989,,,1994,7,1997.0,7.0,1994,4, Alaska , Anchorage , Anchorage ,5.09,1327.0
239,489438, http://www.begich.com/, Nonpartisan,92, Mark Begich,9092,547,0.79, , http://www.muni.org/iceimages/Assembly2/1994.04.19%20Results%20Cumulative.pdf, Mayor, RBH,1989,,,1994,7,1997.0,7.0,1994,4, Alaska , Anchorage , Anchorage ,5.09,1327.0
240,489438, , Nonpartisan,92, Assembly Member Craig Campbell,201440,271,0.39, , http://www.muni.org/iceimages/Assembly2/1994.04.19%20Results%20Cumulative.pdf, Mayor, RBH,1989,,,1994,7,1997.0,7.0,1994,4, Alaska , Anchorage , Anchorage ,5.09,1327.0
241,489438, , Nonpartisan,92, Jim Kubitz,201444,134,0.19, , http://www.muni.org/iceimages/Assembly2/1994.04.19%20Results%20Cumulative.pdf, Mayor, RBH,1989,,,1994,7,1997.0,7.0,1994,4, Alaska , Anchorage , Anchorage ,5.09,1327.0
242,489438, , Nonpartisan,92, Heather Flynn,201442,107,0.16, , http://www.muni.org/iceimages/Assembly2/1994.04.19%20Results%20Cumulative.pdf, Mayor, RBH,1989,,,1994,7,1997.0,7.0,1994,4, Alaska , Anchorage , Anchorage ,5.09,1327.0
243,489438, , Nonpartisan,92, Joyce Murphy,201445,84,0.12, , http://www.muni.org/iceimages/Assembly2/1994.04.19%20Results%20Cumulative.pdf, Mayor, RBH,1989,,,1994,7,1997.0,7.0,1994,4, Alaska , Anchorage , Anchorage ,5.09,1327.0
244,489438, , Nonpartisan,92, St. Sen. Virginia M. Collins,135060,62,0.09, , http://www.muni.org/iceimages/Assembly2/1994.04.19%20Results%20Cumulative.pdf, Mayor, RBH,1989,,,1994,7,1997.0,7.0,1994,4, Alaska , Anchorage , Anchorage ,5.09,1327.0
245,735834, , Nonpartisan,92, (I) Mayor Rick Mystrom,9095,149,0.24, , http://www.muni.org/Departments/Assembly/Clerk/Elections/Election%20Results/1997.04.15%20Election%20Results.PDF, Mayor, RBH,1989,,,1997,7,2000.0,7.0,1997,4, Alaska , Anchorage , Anchorage ,0.82,2343.0
246,735834, , Nonpartisan,92, Mayor Tom Fink,20248,131,0.22, , http://www.muni.org/Departments/Assembly/Clerk/Elections/Election%20Results/1997.04.15%20Election%20Results.PDF, Mayor, RBH,1989,,,1997,7,2000.0,7.0,1997,4, Alaska , Anchorage , Anchorage ,0.82,2343.0
247,735834, , Nonpartisan,92, Georgia Mario,275187,126,0.21, , http://www.muni.org/Departments/Assembly/Clerk/Elections/Election%20Results/1997.04.15%20Election%20Results.PDF, Mayor, RBH,1989,,,1997,7,2000.0,7.0,1997,4, Alaska , Anchorage , Anchorage ,0.82,2343.0
248,735834, , Nonpartisan,92, Andree McLeod,19075,89,0.15, , http://www.muni.org/Departments/Assembly/Clerk/Elections/Election%20Results/1997.04.15%20Election%20Results.PDF, Mayor, RBH,1989,,,1997,7,2000.0,7.0,1997,4, Alaska , Anchorage , Anchorage ,0.82,2343.0
249,735834, , Nonpartisan,92, Jason Bean,275185,,, , http://www.muni.org/Departments/Assembly/Clerk/Elections/Election%20Results/1997.04.15%20Election%20Results.PDF, Mayor, RBH,1989,,,1997,7,2000.0,7.0,1997,4, Alaska , Anchorage , Anchorage ,0.82,2343.0
250,489398, http://www.begich.com/, Nonpartisan,92, Assembly Member Mark Begich,9092,402,0.65, , http://www.muni.org/iceimages/Assembly2/2000%20Election.PDF, Mayor, RBH,1989,23.78, Primary Election,2000,7,2003.0,7.0,2000,4, Alaska , Anchorage , Anchorage ,1.07,1324.0
251,489398, , Nonpartisan,92, Assembly Member George Wuerch,9093,91,0.15, , http://www.muni.org/iceimages/Assembly2/2000%20Election.PDF, Mayor, RBH,1989,23.78, Primary Election,2000,7,2003.0,7.0,2000,4, Alaska , Anchorage , Anchorage ,1.07,1324.0
252,489398, , Nonpartisan,92, Jack Frost,127950,90,0.15, , http://www.muni.org/iceimages/Assembly2/2000%20Election.PDF, Mayor, RBH,1989,23.78, Primary Election,2000,7,2003.0,7.0,2000,4, Alaska , Anchorage , Anchorage ,1.07,1324.0
253,489398, , Nonpartisan,92, Assembly Member Bob Bell,201437,74,0.12, , http://www.muni.org/iceimages/Assembly2/2000%20Election.PDF, Mayor, RBH,1989,23.78, Primary Election,2000,7,2003.0,7.0,2000,4, Alaska , Anchorage , Anchorage ,1.07,1324.0
254,489398, , Nonpartisan,92, St. Sen. Dave Donley,6787,,, , http://www.muni.org/iceimages/Assembly2/2000%20Election.PDF, Mayor, RBH,1989,23.78, Primary Election,2000,7,2003.0,7.0,2000,4, Alaska , Anchorage , Anchorage ,1.07,1324.0
257,22288, http://www.begich.com/, Nonpartisan,92, Assembly Member Mark Begich,9092,103,0.16, , , Mayor, COSDem,15,24.41, General Election,2003,7,2006.0,6.0,2003,4, Alaska , Anchorage , Anchorage ,0.61,67.0
258,22288, , Nonpartisan,92, (I) Mayor George Wuerch,9093,97,0.15, , , Mayor, COSDem,15,24.41, General Election,2003,7,2006.0,6.0,2003,4, Alaska , Anchorage , Anchorage ,0.61,67.0
259,22288, , Nonpartisan,92, Mayor Rick Mystrom,9095,79,0.12, , , Mayor, COSDem,15,24.41, General Election,2003,7,2006.0,6.0,2003,4, Alaska , Anchorage , Anchorage ,0.61,67.0
260,22288, , Nonpartisan,92, David Dunsmore,9098,61,0.1, , , Mayor, COSDem,15,24.41, General Election,2003,7,2006.0,6.0,2003,4, Alaska , Anchorage , Anchorage ,0.61,67.0
261,22288, , Nonpartisan,92, Jennifer Citti,9094,49,0.08, , , Mayor, COSDem,15,24.41, General Election,2003,7,2006.0,6.0,2003,4, Alaska , Anchorage , Anchorage ,0.61,67.0
262,22288, http://votethomas.com/, Nonpartisan,92, Thomas Higgins,2560,,, , , Mayor, COSDem,15,24.41, General Election,2003,7,2006.0,6.0,2003,4, Alaska , Anchorage , Anchorage ,0.61,67.0
268,513201, , Nonpartisan,92," Assembly Member Daniel A. ""Dan"" Sullivan",208164,120,0.24, , http://www.adn.com/cityelection/story/751872.html, Mayor, RBH,1989,17.72, Nonpartisan Primary Election,2009,7,2012.0,7.0,2009,4, Alaska , Anchorage , Anchorage ,1.13,1422.0
269,513201, , Nonpartisan,92, St. Rep. Eric Croft,19079,113,0.23, , http://www.adn.com/cityelection/story/751872.html, Mayor, RBH,1989,17.72, Nonpartisan Primary Election,2009,7,2012.0,7.0,2009,4, Alaska , Anchorage , Anchorage ,1.13,1422.0
270,513201, , Nonpartisan,92, Assembly Member Sheila Selkregg,208165,101,0.2, , http://www.adn.com/cityelection/story/751872.html, Mayor, RBH,1989,17.72, Nonpartisan Primary Election,2009,7,2012.0,7.0,2009,4, Alaska , Anchorage , Anchorage ,1.13,1422.0
271,513201, http://moneganformayor.com/index.html, Nonpartisan,92, Walt Monegan,208166,74,0.15, , http://www.adn.com/cityelection/story/751872.html, Mayor, RBH,1989,17.72, Nonpartisan Primary Election,2009,7,2012.0,7.0,2009,4, Alaska , Anchorage , Anchorage ,1.13,1422.0
272,513201, http://www.mattclaman.com/, Nonpartisan,92, (I) Mayor Matt Claman,208163,67,0.14, , http://www.adn.com/cityelection/story/751872.html, Mayor, RBH,1989,17.72, Nonpartisan Primary Election,2009,7,2012.0,7.0,2009,4, Alaska , Anchorage , Anchorage ,1.13,1422.0
273,513201, , Nonpartisan,92, Paul Honeman,208167,44,0.09, , http://www.adn.com/cityelection/story/751872.html, Mayor, RBH,1989,17.72, Nonpartisan Primary Election,2009,7,2012.0,7.0,2009,4, Alaska , Anchorage , Anchorage ,1.13,1422.0
274,513201, , Nonpartisan,92, Paul Kendall,208878,41,0.08, , http://www.adn.com/cityelection/story/751872.html, Mayor, RBH,1989,17.72, Nonpartisan Primary Election,2009,7,2012.0,7.0,2009,4, Alaska , Anchorage , Anchorage ,1.13,1422.0
284,796325, http://ethanforanchorage.com, Nonpartisan,92, St. Rep. Ethan A. Berkowitz,19082,128,0.22, , http://results.muni.org/seats.htm, Mayor, IndyGeorgia,6738,20.48, Primary Election,2015,7,2018.0,7.0,2015,4, Alaska , Anchorage , Anchorage ,0.65,2801.0
285,796325, http://www.amyforanchorage.com/, Nonpartisan,92, Assembly Member Amy Demboski,345810,104,0.18, , http://results.muni.org/seats.htm, Mayor, IndyGeorgia,6738,20.48, Primary Election,2015,7,2018.0,7.0,2015,4, Alaska , Anchorage , Anchorage ,0.65,2801.0
286,796325, www.andrewhalcro.com, Nonpartisan,92, St. Rep. Andrew Halcro,68684,62,0.11, , http://results.muni.org/seats.htm, Mayor, IndyGeorgia,6738,20.48, Primary Election,2015,7,2018.0,7.0,2015,4, Alaska , Anchorage , Anchorage ,0.65,2801.0
287,796325, http://coffeyforanchorage.com, Nonpartisan,92, Assembly Member Dan Coffey,345814,48,0.08, , http://results.muni.org/seats.htm, Mayor, IndyGeorgia,6738,20.48, Primary Election,2015,7,2018.0,7.0,2015,4, Alaska , Anchorage , Anchorage ,0.65,2801.0
288,796325, , Nonpartisan,92, Dustin Darden,345809,36,0.06, , http://results.muni.org/seats.htm, Mayor, IndyGeorgia,6738,20.48, Primary Election,2015,7,2018.0,7.0,2015,4, Alaska , Anchorage , Anchorage ,0.65,2801.0
289,796325, http://ahern4anchorage.org, Nonpartisan,92, Lance Ahern,345815,,, , http://results.muni.org/seats.htm, Mayor, IndyGeorgia,6738,20.48, Primary Election,2015,7,2018.0,7.0,2015,4, Alaska , Anchorage , Anchorage ,0.65,2801.0
392,754710, , Nonpartisan,92, Maynard Jackson,15672,179,0.18, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1973/, Mayor, RBH,1989,20.54, Primary Election,1974,1,1978.0,1.0,1973,10, Georgia , Fulton , Atlanta ,0.56,2518.0
393,754710, , Nonpartisan,92, (I) Mayor Sam Massell,296099,176,0.17, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1973/, Mayor, RBH,1989,20.54, Primary Election,1974,1,1978.0,1.0,1973,10, Georgia , Fulton , Atlanta ,0.56,2518.0
394,754710, , Nonpartisan,92, Rep. Charles L. Weltner,38179,152,0.15, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1973/, Mayor, RBH,1989,20.54, Primary Election,1974,1,1978.0,1.0,1973,10, Georgia , Fulton , Atlanta ,0.56,2518.0
395,754710, , Nonpartisan,92, Harold Dye,167867,58,0.06, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1973/, Mayor, RBH,1989,20.54, Primary Election,1974,1,1978.0,1.0,1973,10, Georgia , Fulton , Atlanta ,0.56,2518.0
396,754710, , Nonpartisan,92, Leroy Johnson,30030,,, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1973/, Mayor, RBH,1989,20.54, Primary Election,1974,1,1978.0,1.0,1973,10, Georgia , Fulton , Atlanta ,0.56,2518.0
413,388748, , Nonpartisan,92, (I) Mayor Andrew Young,8416,4,0.01," AJC, 10/9/1985 AJC, 10/12/1985 (Write-in returns)", , Mayor, RBH,1989,13.51, General Election,1986,1,1990.0,1.0,1985,10, Georgia , Fulton , Atlanta ,0.01,1105.0
414,388748, , Nonpartisan,92, J. K. Ramey,163170,,," AJC, 10/9/1985 AJC, 10/12/1985 (Write-in returns)", , Mayor, RBH,1989,13.51, General Election,1986,1,1990.0,1.0,1985,10, Georgia , Fulton , Atlanta ,0.01,1105.0
423,388751, , Nonpartisan,92, City Councilmember Bill Campbell,163176,83,0.1," AJC, 11/3/1993", , Mayor, RBH,1989,20.72, Nonpartisan Primary Election,1994,1,1998.0,1.0,1993,11, Georgia , Fulton , Atlanta ,0.44,1108.0
424,388751, , Nonpartisan,92, County Commissioner Michael Lomax,163177,72,0.09," AJC, 11/3/1993", , Mayor, RBH,1989,20.72, Nonpartisan Primary Election,1994,1,1998.0,1.0,1993,11, Georgia , Fulton , Atlanta ,0.44,1108.0
425,388751, , Nonpartisan,92, City Councilmember Myrtle Davis,163178,69,0.09," AJC, 11/3/1993", , Mayor, RBH,1989,20.72, Nonpartisan Primary Election,1994,1,1998.0,1.0,1993,11, Georgia , Fulton , Atlanta ,0.44,1108.0
426,388751, , Nonpartisan,92, Nancy Schaefer,22986,66,0.08," AJC, 11/3/1993", , Mayor, RBH,1989,20.72, Nonpartisan Primary Election,1994,1,1998.0,1.0,1993,11, Georgia , Fulton , Atlanta ,0.44,1108.0
427,388751, , Nonpartisan,92, A. Amen-Ra,163184,62,0.08," AJC, 11/3/1993", , Mayor, RBH,1989,20.72, Nonpartisan Primary Election,1994,1,1998.0,1.0,1993,11, Georgia , Fulton , Atlanta ,0.44,1108.0
428,388751, , Nonpartisan,92, James Coleman,163181,,," AJC, 11/3/1993", , Mayor, RBH,1989,20.72, Nonpartisan Primary Election,1994,1,1998.0,1.0,1993,11, Georgia , Fulton , Atlanta ,0.44,1108.0
429,388752, , Nonpartisan,92, (I) Mayor Bill Campbell,163176,132,0.18, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1997/City-of-Atlanta-Municipal-General-11-4-97/, Mayor, RBH,1989,18.19, Nonpartisan General Election - Requires Run-Off,1998,1,2002.0,1.0,1997,11, Georgia , Fulton , Atlanta ,0.3,1109.0
430,388752, , Nonpartisan,92, City Council President Marvin S. Arrington,163185,83,0.12, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1997/City-of-Atlanta-Municipal-General-11-4-97/, Mayor, RBH,1989,18.19, Nonpartisan General Election - Requires Run-Off,1998,1,2002.0,1.0,1997,11, Georgia , Fulton , Atlanta ,0.3,1109.0
431,388752, http://gloria4congress.com/, Nonpartisan,92, City Councilmember Gloria Bromell-Tinubu,39486,,, , http://www.fultoncountyga.gov/elections-documents/documents/registration-elections/year1997/City-of-Atlanta-Municipal-General-11-4-97/, Mayor, RBH,1989,18.19, Nonpartisan General Election - Requires Run-Off,1998,1,2002.0,1.0,1997,11, Georgia , Fulton , Atlanta ,0.3,1109.0
477,689541, , Nonpartisan,92, Roy Butler,255522,376,0.72, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=30, Mayor, RBH,1989,,,1971,6,1973.0,6.0,1971,4, Texas , Travis , Austin ,1.16,2211.0
478,689541, , Nonpartisan,92, Travis L. LaRue,255523,232,0.44, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=30, Mayor, RBH,1989,,,1971,6,1973.0,6.0,1971,4, Texas , Travis , Austin ,1.16,2211.0
479,689541, , Nonpartisan,92, Jon Montgomery,255524,,, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=30, Mayor, RBH,1989,,,1971,6,1973.0,6.0,1971,4, Texas , Travis , Austin ,1.16,2211.0
491,243399, http://www.carolestrayhorn.com/, Nonpartisan,92, Carole Keeton Strayhorn,3464,339,0.57, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=38, Mayor, User 13,13,,,1977,6,1979.0,6.0,1977,4, Texas , Travis , Austin ,1.18,606.0
492,243399, , Nonpartisan,92, Jack McCreary,96655,213,0.36, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=38, Mayor, User 13,13,,,1977,6,1979.0,6.0,1977,4, Texas , Travis , Austin ,1.18,606.0
493,243399, , Nonpartisan,92, Wilson Foreman,96656,152,0.25, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=38, Mayor, User 13,13,,,1977,6,1979.0,6.0,1977,4, Texas , Travis , Austin ,1.18,606.0
494,243399, , Nonpartisan,92, Chris Crow,96657,,, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=38, Mayor, User 13,13,,,1977,6,1979.0,6.0,1977,4, Texas , Travis , Austin ,1.18,606.0
520,243409, , Nonpartisan,92, Lee Cooke,96674,49,0.08, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=49, Mayor, User 13,13,,,1988,6,1991.0,6.0,1988,5, Texas , Travis , Austin ,0.08,615.0
521,243409, , Nonpartisan,92, (I) Mayor Frank C. Cooksey,96671,,, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=49, Mayor, User 13,13,,,1988,6,1991.0,6.0,1988,5, Texas , Travis , Austin ,0.08,615.0
542,243415, http://www.kirkwatson.com/, Nonpartisan,92, Kirk Watson,3461,154,0.25, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=61, Mayor, User 13,13,,,1997,6,2000.0,6.0,1997,5, Texas , Travis , Austin ,0.25,621.0
543,243415, , Nonpartisan,92, City Councilmember Ronney Reynolds,96687,,, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=61, Mayor, User 13,13,,,1997,6,2000.0,6.0,1997,5, Texas , Travis , Austin ,0.25,621.0
544,243397, , Nonpartisan,92," City Councilmember Gustavo L. ""Gus"" Garcia",96642,487,0.81, , http://www.co.travis.tx.us/county_clerk/election/20011106/cumulative.pdf, Mayor, User 13,13,9.13, Special Election,2001,11,2003.0,6.0,2001,11, Texas , Travis , Austin ,0.81,604.0
545,243397, , Nonpartisan,92, City Councilmember Eric Mitchell,96644,,, , http://www.co.travis.tx.us/county_clerk/election/20011106/cumulative.pdf, Mayor, User 13,13,9.13, Special Election,2001,11,2003.0,6.0,2001,11, Texas , Travis , Austin ,0.81,604.0
550,243398, , Nonpartisan,92, City Councilmember Will P. Wynn,96648,114,0.19, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=68, Mayor, User 13,13,8.94, General Election,2003,6,2006.0,6.0,2003,5, Texas , Travis , Austin ,0.2,605.0
551,243398, , Nonpartisan,92," City Councilmember Michael ""Max"" Nofziger",96649,4,0.01, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=68, Mayor, User 13,13,8.94, General Election,2003,6,2006.0,6.0,2003,5, Texas , Travis , Austin ,0.2,605.0
552,243398, , Nonpartisan,92, Marc Katz,96650,,, , http://malford.ci.austin.tx.us/election/byrecord.cfm?eid=68, Mayor, User 13,13,8.94, General Election,2003,6,2006.0,6.0,2003,5, Texas , Travis , Austin ,0.2,605.0
566,795577, http://www.adlerforaustin.com/, Nonpartisan,92, Stephen Adler,341214,"1,358",0.78, , http://www.traviscountyclerk.org/eclerk/content/images/election_results/2014.11.04/20141104coacume.pdf, Mayor, RP,1,19.19, General Election - Requires Run-Off,2015,1,2019.0,1.0,2014,11, Texas , Travis , Austin ,0.78,2797.0
567,795577, http://www.mike4mayor.com/, Nonpartisan,92, City Councilmember Mike Martinez,341213,,, , http://www.traviscountyclerk.org/eclerk/content/images/election_results/2014.11.04/20141104coacume.pdf, Mayor, RP,1,19.19, General Election - Requires Run-Off,2015,1,2019.0,1.0,2014,11, Texas , Travis , Austin ,0.78,2797.0
583,421395, , Democratic,1, (I) Mayor Philip H. Goodman,11075,429,0.3," Baltimore Sun, 6 Mar 1963", , Mayor, U Ole Polecat,195,,,1963,6,1967.0,12.0,1963,3, Maryland , Baltimore City , Baltimore City ,0.59,1190.0
584,421395, , Democratic,1, C. Meredith Boyce,175710,414,0.29," Baltimore Sun, 6 Mar 1963", , Mayor, U Ole Polecat,195,,,1963,6,1967.0,12.0,1963,3, Maryland , Baltimore City , Baltimore City ,0.59,1190.0
585,421395, , Democratic,1," Comptroller R. Walter Graham, Jr.",62049,,," Baltimore Sun, 6 Mar 1963", , Mayor, U Ole Polecat,195,,,1963,6,1967.0,12.0,1963,3, Maryland , Baltimore City , Baltimore City ,0.59,1190.0
645,38366, , Democratic,1, (I) Mayor Kurt L. Schmoke,8973,277,0.25, , http://www.elections.state.md.us/elections/baltimore/1991.html, Mayor, U Ole Polecat,195,,,1992,1,1996.0,1.0,1991,9, Maryland , Baltimore City , Baltimore City ,0.25,143.0
646,38366, , Democratic,1," Mayor Clarence ""Du"" Burns",8976,,, , http://www.elections.state.md.us/elections/baltimore/1991.html, Mayor, U Ole Polecat,195,,,1992,1,1996.0,1.0,1991,9, Maryland , Baltimore City , Baltimore City ,0.25,143.0
649,141293, http://www.martinomalley.com/, Democratic,1," u""Martin J. O'Malley"", link': CandidateDetail.html?CandidateID=6757'}",6757,140,0.12, , http://www.mdarchives.state.md.us/msa/mdmanual/36loc/bcity/elect/primary/bcit1999p.html, Mayor, U Ole Polecat,195,,,2000,1,2005.0,1.0,1999,9, Maryland , Baltimore City , Baltimore City ,0.51,403.0
650,141293, http://www.carlstokes.com/, Democratic,1, Carl Stokes,9396,133,0.11, , http://www.mdarchives.state.md.us/msa/mdmanual/36loc/bcity/elect/primary/bcit1999p.html, Mayor, U Ole Polecat,195,,,2000,1,2005.0,1.0,1999,9, Maryland , Baltimore City , Baltimore City ,0.51,403.0
651,141293, , Democratic,1," Council President Lawrence A. Bell, III",61963,92,0.08, , http://www.mdarchives.state.md.us/msa/mdmanual/36loc/bcity/elect/primary/bcit1999p.html, Mayor, U Ole Polecat,195,,,2000,1,2005.0,1.0,1999,9, Maryland , Baltimore City , Baltimore City ,0.51,403.0
652,141293, , Democratic,1, Mary M. Conaway,61687,89,0.08, , http://www.mdarchives.state.md.us/msa/mdmanual/36loc/bcity/elect/primary/bcit1999p.html, Mayor, U Ole Polecat,195,,,2000,1,2005.0,1.0,1999,9, Maryland , Baltimore City , Baltimore City ,0.51,403.0
653,141293, http://myspace.com/arobertkaufman, Democratic,1," A. Robert ""Bob"" Kaufman",3380,72,0.06, , http://www.mdarchives.state.md.us/msa/mdmanual/36loc/bcity/elect/primary/bcit1999p.html, Mayor, U Ole Polecat,195,,,2000,1,2005.0,1.0,1999,9, Maryland , Baltimore City , Baltimore City ,0.51,403.0
654,141293, , Democratic,1, Charles A. Dugger,63107,52,0.04, , http://www.mdarchives.state.md.us/msa/mdmanual/36loc/bcity/elect/primary/bcit1999p.html, Mayor, U Ole Polecat,195,,,2000,1,2005.0,1.0,1999,9, Maryland , Baltimore City , Baltimore City ,0.51,403.0
655,141293, , Democratic,1, Sandra Okwaye,63112,26,0.02, , http://www.mdarchives.state.md.us/msa/mdmanual/36loc/bcity/elect/primary/bcit1999p.html, Mayor, U Ole Polecat,195,,,2000,1,2005.0,1.0,1999,9, Maryland , Baltimore City , Baltimore City ,0.51,403.0
714,546535, , Nonpartisan,92, Warren Widener,215805,63,0.12," City of Berkeley Election Statistics, 1971 General Municipal Election", , Mayor, RBH,1989,,,1971,6,1975.0,6.0,1971,4, California , Alameda , Berkeley ,0.24,1558.0
715,546535, , Nonpartisan,92, City Councilmember Wilmont Sweeney,215806,59,0.12," City of Berkeley Election Statistics, 1971 General Municipal Election", , Mayor, RBH,1989,,,1971,6,1975.0,6.0,1971,4, California , Alameda , Berkeley ,0.24,1558.0
716,546535, , Nonpartisan,92, John DeBonis,215799,,," City of Berkeley Election Statistics, 1971 General Municipal Election", , Mayor, RBH,1989,,,1971,6,1975.0,6.0,1971,4, California , Alameda , Berkeley ,0.24,1558.0
831,528455, , Nonpartisan,92, (I) William Bell,100889,0,0.0, , http://www.bhamwiki.com/w/William_Bell, Mayor, User 490,490,,,2000,1,2004.0,1.0,1999,10, Alabama , Jefferson , Birmingham ,0.0,1476.0
832,528455, http://www.informationbirmingham.com/mayor/bio.htm, Nonpartisan,92, Bernard Kincaid,61047,0,0.0, , http://www.bhamwiki.com/w/William_Bell, Mayor, User 490,490,,,2000,1,2004.0,1.0,1999,10, Alabama , Jefferson , Birmingham ,0.0,1476.0
