,0,1,2,3,4,CityID
29,http://www.ourcampaigns.com/RaceDetail.html?RaceID=784700,Kansas City,Kansas,nonpartisan,,170
30,http://www.ourcampaigns.com/RaceDetail.html?RaceID=595544,Kansas City,Kansas,nonpartisan,,171
31,http://www.ourcampaigns.com/RaceDetail.html?RaceID=59526,Hollywood,Florida,partisan,,172
32,none,Clarksville,Tennessee,,,173
33,none,Torrance,California,,,174
34,http://www.ourcampaigns.com/RaceDetail.html?RaceID=786820,Rockford,Illinois,partisan,,175
35,http://www.ourcampaigns.com/RaceDetail.html?RaceID=799784,Joliet,Illinois,nonpartisan,,176
36,http://www.ourcampaigns.com/RaceDetail.html?RaceID=613570,Paterson,New Jersey,nonpartisan,,177
37,http://www.ourcampaigns.com/RaceDetail.html?RaceID=806920,Bridgeport,Connecticut,partisan,,178
38,http://www.ourcampaigns.com/RaceDetail.html?RaceID=799783,Naperville,Illinois,nonpartisan,,179
39,http://www.ourcampaigns.com/RaceDetail.html?RaceID=808201,Savannah,Georgia,nonpartisan,,180
40,none,Mesquite,Texas,,,181
41,http://www.ourcampaigns.com/RaceDetail.html?RaceID=790585,Syracuse,New York,partisan,,182
42,none,Pasadena,California,,,183
43,none,Orange,California,,,184
44,none,Fullerton,California,,,185
45,none,Killeen,Texas,,,186
46,http://www.ourcampaigns.com/RaceDetail.html?RaceID=791538,Dayton,Ohio,nonpartisan,,187
47,none,McAllen,Texas,,,188
48,http://www.ourcampaigns.com/RaceDetail.html?RaceID=281741,Bellevue,Washington,nonpartisan,,189
49,http://www.ourcampaigns.com/RaceDetail.html?RaceID=809454,Miramar,Florida,nonpartisan,,190
50,none,Hampton,Virginia,,,191
51,none,West Valley City,Utah,,,192
52,none,Warren,Michigan,,,193
53,none,Olathe,Kansas,,,194
54,http://www.ourcampaigns.com/RaceDetail.html?RaceID=643025,Columbia,South Carolina,nonpartisan,,195
55,none,Thornton,Colorado,,,196
56,none,Carrollton,Texas,,,197
57,none,Midland,Texas,,,198
58,http://www.ourcampaigns.com/RaceDetail.html?RaceID=808198,Charleston,South Carolina,nonpartisan,,199
59,none,Waco,Texas,,,200
60,none,Sterling Heights,Michigan,,,201
61,none,Denton,Texas,,,202
62,http://www.ourcampaigns.com/RaceDetail.html?RaceID=798607,Cedar Rapids,Iowa,nonpartisan,,203
63,http://www.ourcampaigns.com/RaceDetail.html?RaceID=808208,New Haven,Connecticut,partisan,,204
64,http://www.ourcampaigns.com/RaceDetail.html?RaceID=39309,Roseville,California,nonpartisan,,205
