,State,StateID
0,alaska,0.0
1,alaska,0.0
2,alaska,0.0
3,alaska,0.0
4,alaska,0.0
5,alaska,0.0
6,alaska,0.0
7,alaska,0.0
8,alaska,0.0
9,alaska,0.0
10,alaska,0.0
11,alaska,0.0
12,alaska,0.0
13,alaska,0.0
14,alaska,0.0
15,alaska,0.0
16,alaska,0.0
17,alaska,0.0
18,alaska,0.0
19,alaska,0.0
20,alaska,0.0
21,alaska,0.0
22,alaska,0.0
23,alaska,0.0
24,alaska,0.0
25,alaska,0.0
26,alaska,0.0
27,alaska,0.0
28,alaska,0.0
29,alaska,0.0
30,alabama,1.0
31,alabama,1.0
32,alabama,1.0
33,alabama,1.0
34,alabama,1.0
35,alabama,1.0
36,alabama,1.0
37,alabama,1.0
38,alabama,1.0
39,alabama,1.0
40,alabama,1.0
41,alabama,1.0
42,alabama,1.0
43,alabama,1.0
44,alabama,1.0
45,alabama,1.0
46,alabama,1.0
47,alabama,1.0
48,arkansas,2.0
49,arizona,3.0
50,arizona,3.0
51,arizona,3.0
52,arizona,3.0
53,arizona,3.0
54,arizona,3.0
55,arizona,3.0
56,arizona,3.0
57,arizona,3.0
58,arizona,3.0
59,arizona,3.0
60,arizona,3.0
61,arizona,3.0
62,arizona,3.0
63,arizona,3.0
64,arizona,3.0
65,arizona,3.0
66,arizona,3.0
67,arizona,3.0
68,arizona,3.0
69,arizona,3.0
70,arizona,3.0
71,arizona,3.0
72,arizona,3.0
73,arizona,3.0
74,california,4.0
75,california,4.0
76,california,4.0
77,california,4.0
78,california,4.0
79,california,4.0
80,california,4.0
81,california,4.0
82,california,4.0
83,california,4.0
84,california,4.0
85,california,4.0
86,california,4.0
87,california,4.0
88,california,4.0
89,california,4.0
90,california,4.0
91,california,4.0
92,california,4.0
93,california,4.0
94,california,4.0
95,california,4.0
96,california,4.0
97,california,4.0
98,california,4.0
99,california,4.0
100,california,4.0
101,california,4.0
102,california,4.0
103,california,4.0
104,california,4.0
105,california,4.0
106,california,4.0
107,california,4.0
108,california,4.0
109,california,4.0
110,california,4.0
111,california,4.0
112,california,4.0
113,california,4.0
114,california,4.0
115,california,4.0
116,california,4.0
117,california,4.0
118,california,4.0
119,california,4.0
120,california,4.0
121,california,4.0
122,california,4.0
123,california,4.0
124,california,4.0
125,california,4.0
126,california,4.0
127,california,4.0
128,california,4.0
129,california,4.0
130,california,4.0
131,california,4.0
132,california,4.0
133,california,4.0
134,california,4.0
135,california,4.0
136,california,4.0
137,california,4.0
138,california,4.0
139,california,4.0
140,california,4.0
141,california,4.0
142,california,4.0
143,colorado,5.0
144,colorado,5.0
145,colorado,5.0
146,colorado,5.0
147,colorado,5.0
148,colorado,5.0
149,colorado,5.0
150,delaware,6.0
151,florida,7.0
152,florida,7.0
153,florida,7.0
154,florida,7.0
155,florida,7.0
156,florida,7.0
157,florida,7.0
158,florida,7.0
159,florida,7.0
160,florida,7.0
161,florida,7.0
162,florida,7.0
163,florida,7.0
164,florida,7.0
165,florida,7.0
166,florida,7.0
167,florida,7.0
168,florida,7.0
169,georgia,8.0
170,georgia,8.0
171,georgia,8.0
172,georgia,8.0
173,georgia,8.0
174,georgia,8.0
175,georgia,8.0
176,georgia,8.0
177,georgia,8.0
178,georgia,8.0
179,georgia,8.0
180,georgia,8.0
181,georgia,8.0
182,georgia,8.0
183,georgia,8.0
184,georgia,8.0
185,georgia,8.0
186,georgia,8.0
187,georgia,8.0
188,georgia,8.0
189,georgia,8.0
190,georgia,8.0
191,georgia,8.0
192,hawaii,9.0
193,iowa,10.0
194,iowa,10.0
195,iowa,10.0
196,iowa,10.0
197,iowa,10.0
198,idaho,11.0
199,illinois,12.0
200,illinois,12.0
201,illinois,12.0
202,illinois,12.0
203,illinois,12.0
204,illinois,12.0
205,illinois,12.0
206,illinois,12.0
207,illinois,12.0
208,illinois,12.0
209,illinois,12.0
210,illinois,12.0
211,illinois,12.0
212,illinois,12.0
213,illinois,12.0
214,illinois,12.0
215,illinois,12.0
216,illinois,12.0
217,illinois,12.0
218,illinois,12.0
219,illinois,12.0
220,illinois,12.0
221,illinois,12.0
222,illinois,12.0
223,illinois,12.0
224,illinois,12.0
225,illinois,12.0
226,illinois,12.0
227,illinois,12.0
228,illinois,12.0
229,illinois,12.0
230,illinois,12.0
231,illinois,12.0
232,illinois,12.0
233,illinois,12.0
234,illinois,12.0
235,indiana,13.0
236,indiana,13.0
237,indiana,13.0
238,indiana,13.0
239,indiana,13.0
240,kansas,14.0
241,kansas,14.0
242,kansas,14.0
243,kansas,14.0
244,kansas,14.0
245,kansas,14.0
246,kansas,14.0
247,kentucky,15.0
248,kentucky,15.0
249,kentucky,15.0
250,kentucky,15.0
251,kentucky,15.0
252,kentucky,15.0
253,kentucky,15.0
254,kentucky,15.0
255,louisiana,16.0
256,louisiana,16.0
257,louisiana,16.0
258,louisiana,16.0
259,louisiana,16.0
260,louisiana,16.0
261,louisiana,16.0
262,louisiana,16.0
263,louisiana,16.0
264,louisiana,16.0
265,louisiana,16.0
266,louisiana,16.0
267,louisiana,16.0
268,louisiana,16.0
269,louisiana,16.0
270,louisiana,16.0
271,louisiana,16.0
272,louisiana,16.0
273,louisiana,16.0
274,louisiana,16.0
275,louisiana,16.0
276,louisiana,16.0
277,louisiana,16.0
278,massachusetts,17.0
279,massachusetts,17.0
280,massachusetts,17.0
281,massachusetts,17.0
282,massachusetts,17.0
283,massachusetts,17.0
284,massachusetts,17.0
285,massachusetts,17.0
286,massachusetts,17.0
287,massachusetts,17.0
288,massachusetts,17.0
289,massachusetts,17.0
290,massachusetts,17.0
291,massachusetts,17.0
292,maryland,18.0
293,maryland,18.0
294,maryland,18.0
295,maryland,18.0
296,maryland,18.0
297,maryland,18.0
298,maryland,18.0
299,maryland,18.0
300,maryland,18.0
301,maryland,18.0
302,maryland,18.0
303,maryland,18.0
304,maryland,18.0
305,maryland,18.0
306,maryland,18.0
307,maryland,18.0
308,maryland,18.0
309,maryland,18.0
310,maryland,18.0
311,maryland,18.0
312,maryland,18.0
313,maryland,18.0
314,maryland,18.0
315,maryland,18.0
316,maryland,18.0
317,maryland,18.0
318,maryland,18.0
319,maryland,18.0
320,maryland,18.0
321,maryland,18.0
322,maryland,18.0
323,maine,19.0
324,michigan,20.0
325,michigan,20.0
326,michigan,20.0
327,michigan,20.0
328,michigan,20.0
329,michigan,20.0
330,michigan,20.0
331,michigan,20.0
332,minnesota,21.0
333,minnesota,21.0
334,minnesota,21.0
335,minnesota,21.0
336,minnesota,21.0
337,minnesota,21.0
338,minnesota,21.0
339,minnesota,21.0
340,minnesota,21.0
341,minnesota,21.0
342,minnesota,21.0
343,minnesota,21.0
344,minnesota,21.0
345,minnesota,21.0
346,minnesota,21.0
347,minnesota,21.0
348,minnesota,21.0
349,minnesota,21.0
350,minnesota,21.0
351,minnesota,21.0
352,minnesota,21.0
353,minnesota,21.0
354,minnesota,21.0
355,minnesota,21.0
356,minnesota,21.0
357,minnesota,21.0
358,minnesota,21.0
359,minnesota,21.0
360,minnesota,21.0
361,minnesota,21.0
362,minnesota,21.0
363,minnesota,21.0
364,minnesota,21.0
365,minnesota,21.0
366,minnesota,21.0
367,minnesota,21.0
368,minnesota,21.0
369,minnesota,21.0
370,minnesota,21.0
371,minnesota,21.0
372,minnesota,21.0
373,minnesota,21.0
374,minnesota,21.0
375,minnesota,21.0
376,minnesota,21.0
377,minnesota,21.0
378,minnesota,21.0
379,minnesota,21.0
380,minnesota,21.0
381,minnesota,21.0
382,missouri,22.0
383,missouri,22.0
384,missouri,22.0
385,missouri,22.0
386,missouri,22.0
387,missouri,22.0
388,missouri,22.0
389,missouri,22.0
390,missouri,22.0
391,mississippi,23.0
392,mississippi,23.0
393,montana,24.0
394,north_carolina,25.0
395,north_dakota,26.0
396,nebraska,27.0
397,nebraska,27.0
398,nebraska,27.0
399,nebraska,27.0
400,nebraska,27.0
401,nebraska,27.0
402,nebraska,27.0
403,nebraska,27.0
404,nebraska,27.0
405,nebraska,27.0
406,nebraska,27.0
407,nebraska,27.0
408,nebraska,27.0
409,nebraska,27.0
410,nebraska,27.0
411,nebraska,27.0
412,nebraska,27.0
413,nebraska,27.0
414,nebraska,27.0
415,nebraska,27.0
416,nebraska,27.0
417,nebraska,27.0
418,nebraska,27.0
419,nebraska,27.0
420,nebraska,27.0
421,nebraska,27.0
422,nebraska,27.0
423,nebraska,27.0
424,nebraska,27.0
425,nebraska,27.0
426,new_hampshire,28.0
427,new_jersey,29.0
428,new_mexico,30.0
429,nevada,31.0
430,nevada,31.0
431,nevada,31.0
432,nevada,31.0
433,nevada,31.0
434,nevada,31.0
435,nevada,31.0
436,nevada,31.0
437,nevada,31.0
438,nevada,31.0
439,nevada,31.0
440,nevada,31.0
441,nevada,31.0
442,nevada,31.0
443,nevada,31.0
444,nevada,31.0
445,nevada,31.0
446,nevada,31.0
447,nevada,31.0
448,nevada,31.0
449,nevada,31.0
450,nevada,31.0
451,nevada,31.0
452,nevada,31.0
453,nevada,31.0
454,nevada,31.0
455,nevada,31.0
456,nevada,31.0
457,nevada,31.0
458,nevada,31.0
459,nevada,31.0
460,nevada,31.0
461,nevada,31.0
462,nevada,31.0
463,nevada,31.0
464,nevada,31.0
465,nevada,31.0
466,nevada,31.0
467,nevada,31.0
468,nevada,31.0
469,nevada,31.0
470,nevada,31.0
471,nevada,31.0
472,nevada,31.0
473,nevada,31.0
474,nevada,31.0
475,nevada,31.0
476,nevada,31.0
477,nevada,31.0
478,ohio,32.0
479,ohio,32.0
480,ohio,32.0
481,ohio,32.0
482,ohio,32.0
483,ohio,32.0
484,ohio,32.0
485,ohio,32.0
486,ohio,32.0
487,ohio,32.0
488,ohio,32.0
489,ohio,32.0
490,ohio,32.0
491,ohio,32.0
492,ohio,32.0
493,ohio,32.0
494,ohio,32.0
495,ohio,32.0
496,ohio,32.0
497,ohio,32.0
498,ohio,32.0
499,ohio,32.0
500,ohio,32.0
501,ohio,32.0
502,ohio,32.0
503,ohio,32.0
504,ohio,32.0
505,ohio,32.0
506,ohio,32.0
507,ohio,32.0
508,ohio,32.0
