,CityID,Term Start Year,winnerID,winnerID previous
0,0.0,1950.0,42187.0,
1,0.0,1954.0,19480.0,42187.0
2,0.0,1958.0,28930.0,19480.0
3,0.0,1962.0,42189.0,28930.0
4,0.0,1966.0,36418.0,42189.0
5,0.0,1970.0,42197.0,36418.0
6,0.0,1974.0,42058.0,42197.0
7,0.0,1978.0,19465.0,42058.0
8,0.0,1982.0,10555.0,19465.0
9,0.0,1986.0,10555.0,10555.0
10,0.0,1990.0,34805.0,10555.0
11,0.0,1994.0,4597.0,34805.0
12,0.0,1998.0,4597.0,4597.0
13,0.0,2002.0,4634.0,4597.0
14,0.0,2006.0,55226.0,4634.0
15,0.0,2007.0,4634.0,55226.0
16,0.0,2010.0,210435.0,4634.0
17,0.0,2014.0,43066.0,210435.0
18,1.0,1953.0,51280.0,
19,1.0,1957.0,162966.0,51280.0
20,1.0,1961.0,10890.0,162966.0
21,1.0,1965.0,215642.0,10890.0
22,1.0,1969.0,10890.0,215642.0
23,1.0,1973.0,16715.0,10890.0
24,1.0,1977.0,27460.0,16715.0
25,1.0,1981.0,162530.0,27460.0
26,1.0,1985.0,117844.0,162530.0
27,1.0,1989.0,35647.0,117844.0
28,1.0,1993.0,6303.0,35647.0
29,1.0,1997.0,19182.0,6303.0
30,1.0,2001.0,19151.0,19182.0
31,1.0,2005.0,19174.0,19151.0
32,1.0,2009.0,133543.0,19174.0
33,1.0,2013.0,64251.0,133543.0
34,10.0,1971.0,255525.0,
35,10.0,1973.0,255529.0,255525.0
36,10.0,1975.0,96675.0,255529.0
37,10.0,1977.0,3464.0,96675.0
38,10.0,1979.0,3464.0,3464.0
39,10.0,1981.0,3464.0,3464.0
40,10.0,1983.0,96670.0,3464.0
41,10.0,1985.0,96671.0,96670.0
42,10.0,1988.0,96674.0,96671.0
43,10.0,1991.0,96683.0,96674.0
44,10.0,1994.0,96683.0,96683.0
45,10.0,1997.0,96649.0,96683.0
46,10.0,2001.0,96644.0,96649.0
47,10.0,2003.0,96649.0,96644.0
48,10.0,2006.0,143716.0,96649.0
49,10.0,2009.0,203869.0,143716.0
50,10.0,2012.0,302708.0,203869.0
51,10.0,2015.0,341214.0,302708.0
52,100.0,1960.0,112345.0,
53,100.0,1964.0,112345.0,112345.0
54,100.0,1967.0,112344.0,112345.0
55,100.0,1968.0,112344.0,112344.0
56,100.0,1970.0,112344.0,112344.0
57,100.0,1974.0,112344.0,112344.0
58,100.0,1978.0,112343.0,112344.0
59,100.0,1982.0,112342.0,112343.0
60,100.0,1986.0,230326.0,112342.0
61,100.0,1990.0,21395.0,230326.0
62,100.0,1994.0,47442.0,21395.0
63,100.0,1998.0,21449.0,47442.0
64,100.0,2001.0,21393.0,21449.0
65,100.0,2004.0,7627.0,21393.0
66,100.0,2005.0,27524.0,7627.0
67,100.0,2008.0,33903.0,27524.0
68,100.0,2012.0,271578.0,33903.0
69,100.0,2016.0,271578.0,271578.0
70,101.0,1963.0,42326.0,
71,101.0,1967.0,81875.0,42326.0
72,101.0,1980.0,211733.0,81875.0
73,101.0,1984.0,211733.0,211733.0
74,101.0,1988.0,211739.0,211733.0
75,101.0,1992.0,211884.0,211739.0
76,101.0,1996.0,211738.0,211884.0
77,101.0,2000.0,61047.0,211738.0
78,101.0,2004.0,61047.0,61047.0
79,101.0,2008.0,141791.0,61047.0
80,101.0,2009.0,100901.0,141791.0
81,101.0,2010.0,100889.0,100901.0
82,101.0,2012.0,211736.0,100889.0
83,101.0,2014.0,227113.0,211736.0
84,102.0,1996.0,250961.0,
85,102.0,2000.0,250961.0,250961.0
86,102.0,2004.0,256727.0,250961.0
87,102.0,2008.0,256727.0,256727.0
88,102.0,2012.0,382813.0,256727.0
89,102.0,2016.0,382817.0,382813.0
90,103.0,1997.0,15268.0,
91,103.0,2000.0,15268.0,15268.0
92,103.0,2004.0,15274.0,15268.0
93,103.0,2008.0,15274.0,15274.0
94,103.0,2012.0,15274.0,15274.0
95,103.0,2016.0,15274.0,15274.0
96,104.0,1970.0,47458.0,
97,104.0,1990.0,107069.0,47458.0
98,104.0,1994.0,107072.0,107069.0
99,104.0,1998.0,22970.0,107072.0
100,104.0,2002.0,22999.0,22970.0
101,104.0,2006.0,81278.0,22999.0
102,104.0,2010.0,75047.0,81278.0
103,104.0,2011.0,263758.0,75047.0
104,104.0,2014.0,191268.0,263758.0
105,105.0,2000.0,56175.0,
106,105.0,2002.0,69747.0,56175.0
107,105.0,2006.0,56175.0,69747.0
108,105.0,2010.0,151494.0,56175.0
109,105.0,2014.0,151494.0,151494.0
110,107.0,1991.0,237178.0,
111,107.0,1993.0,237183.0,237178.0
112,107.0,1995.0,237179.0,237183.0
113,107.0,1997.0,237189.0,237179.0
114,107.0,1999.0,237190.0,237189.0
115,107.0,2001.0,237179.0,237190.0
116,107.0,2003.0,237179.0,237179.0
117,107.0,2005.0,237191.0,237179.0
118,107.0,2007.0,237198.0,237191.0
119,107.0,2009.0,237195.0,237198.0
120,107.0,2011.0,237197.0,237195.0
121,107.0,2013.0,381771.0,237197.0
122,107.0,2015.0,381773.0,381771.0
123,11.0,1987.0,6983.0,
124,11.0,1991.0,277794.0,6983.0
125,11.0,1992.0,277794.0,277794.0
126,11.0,1994.0,277794.0,277794.0
127,11.0,1995.0,6986.0,277794.0
128,11.0,1999.0,6986.0,6986.0
129,11.0,2003.0,6982.0,6986.0
130,11.0,2007.0,6969.0,6982.0
131,11.0,2011.0,143913.0,6969.0
132,11.0,2015.0,143913.0,143913.0
133,111.0,1962.0,49129.0,
134,111.0,1966.0,49129.0,49129.0
135,111.0,1968.0,102958.0,49129.0
136,111.0,1970.0,87728.0,102958.0
137,111.0,1972.0,87728.0,87728.0
138,111.0,1974.0,32404.0,87728.0
139,111.0,1978.0,32404.0,32404.0
140,111.0,1980.0,59850.0,32404.0
141,111.0,1982.0,32404.0,59850.0
142,111.0,1984.0,61623.0,32404.0
143,111.0,1986.0,32404.0,61623.0
144,111.0,1988.0,56791.0,32404.0
145,111.0,1990.0,61764.0,56791.0
146,111.0,1992.0,45148.0,61764.0
147,111.0,1996.0,49814.0,45148.0
148,111.0,2000.0,49814.0,49814.0
149,111.0,2004.0,6534.0,49814.0
150,111.0,2008.0,44486.0,6534.0
151,111.0,2012.0,102750.0,44486.0
152,111.0,2016.0,102486.0,102750.0
153,113.0,2005.0,74032.0,
154,113.0,2009.0,74032.0,74032.0
155,113.0,2013.0,74032.0,74032.0
156,114.0,1977.0,206077.0,
157,114.0,1980.0,7865.0,206077.0
158,114.0,1984.0,7865.0,7865.0
159,114.0,1988.0,7865.0,7865.0
160,114.0,1992.0,7865.0,7865.0
161,114.0,1996.0,7865.0,7865.0
162,114.0,1999.0,17778.0,7865.0
163,114.0,2003.0,17778.0,17778.0
164,114.0,2007.0,115044.0,17778.0
165,114.0,2009.0,157484.0,115044.0
166,114.0,2011.0,6717.0,157484.0
167,114.0,2015.0,359453.0,6717.0
168,117.0,1995.0,226149.0,
169,117.0,1999.0,226151.0,226149.0
170,117.0,2003.0,120689.0,226151.0
171,117.0,2007.0,120691.0,120689.0
172,117.0,2011.0,56106.0,120691.0
173,117.0,2015.0,98872.0,56106.0
174,118.0,2000.0,51506.0,
175,118.0,2004.0,51506.0,51506.0
176,118.0,2008.0,51506.0,51506.0
177,118.0,2012.0,51506.0,51506.0
178,118.0,2015.0,355290.0,51506.0
179,119.0,1990.0,166700.0,
180,119.0,1994.0,166690.0,166700.0
181,119.0,1998.0,106840.0,166690.0
182,119.0,2002.0,106840.0,106840.0
183,119.0,2006.0,57368.0,106840.0
184,119.0,2010.0,57368.0,57368.0
185,119.0,2015.0,359974.0,57368.0
186,12.0,1952.0,294654.0,
187,12.0,1956.0,214855.0,294654.0
188,12.0,1964.0,61072.0,214855.0
189,12.0,1968.0,61072.0,61072.0
190,12.0,1972.0,20565.0,61072.0
191,12.0,1976.0,61011.0,20565.0
192,12.0,1978.0,19.0,61011.0
193,12.0,1980.0,60962.0,19.0
194,12.0,1983.0,4666.0,60962.0
195,12.0,1984.0,386168.0,4666.0
196,12.0,1988.0,60936.0,386168.0
197,12.0,1992.0,19416.0,60936.0
198,12.0,1996.0,19416.0,19416.0
199,12.0,2000.0,8727.0,19416.0
200,12.0,2004.0,8728.0,8727.0
201,12.0,2008.0,111249.0,8728.0
202,12.0,2011.0,111194.0,111249.0
203,12.0,2012.0,261622.0,111194.0
204,12.0,2016.0,359404.0,261622.0
205,120.0,2003.0,28715.0,
206,121.0,2011.0,330481.0,
207,121.0,2016.0,374190.0,330481.0
208,122.0,2001.0,75741.0,
209,122.0,2005.0,75374.0,75741.0
210,122.0,2009.0,75374.0,75374.0
211,122.0,2013.0,336778.0,75374.0
212,123.0,1952.0,71085.0,
213,123.0,1956.0,237151.0,71085.0
214,123.0,1960.0,11557.0,237151.0
215,123.0,1964.0,11557.0,11557.0
216,123.0,1968.0,11557.0,11557.0
217,123.0,1972.0,4782.0,11557.0
218,123.0,1975.0,156608.0,4782.0
219,123.0,1976.0,11039.0,156608.0
220,123.0,1980.0,11039.0,11039.0
221,123.0,1984.0,228554.0,11039.0
222,123.0,1985.0,156604.0,228554.0
223,123.0,1986.0,156604.0,156604.0
224,123.0,1988.0,228559.0,156604.0
225,123.0,1992.0,78330.0,228559.0
226,123.0,1996.0,78330.0,78330.0
227,123.0,2000.0,7384.0,78330.0
228,123.0,2004.0,7384.0,7384.0
229,123.0,2008.0,43412.0,7384.0
230,123.0,2012.0,278045.0,43412.0
231,123.0,2016.0,40583.0,278045.0
232,124.0,1992.0,81851.0,
233,124.0,1996.0,101080.0,81851.0
234,124.0,2000.0,121250.0,101080.0
235,124.0,2004.0,101080.0,121250.0
236,124.0,2008.0,206655.0,101080.0
237,125.0,1997.0,3535.0,
238,125.0,2003.0,57195.0,3535.0
239,125.0,2006.0,115508.0,57195.0
240,125.0,2010.0,57194.0,115508.0
241,125.0,2014.0,349276.0,57194.0
242,127.0,1993.0,173135.0,
243,127.0,1997.0,219136.0,173135.0
244,127.0,2001.0,173135.0,219136.0
245,127.0,2005.0,219134.0,173135.0
246,127.0,2009.0,219134.0,219134.0
247,127.0,2013.0,219134.0,219134.0
248,128.0,1976.0,6675.0,
249,128.0,1984.0,384303.0,6675.0
250,128.0,1988.0,6713.0,384303.0
251,128.0,1992.0,384300.0,6713.0
252,128.0,1996.0,277355.0,384300.0
253,128.0,2000.0,71475.0,277355.0
254,128.0,2004.0,43991.0,71475.0
255,128.0,2008.0,252778.0,43991.0
256,128.0,2011.0,277359.0,252778.0
257,128.0,2012.0,277357.0,277359.0
258,128.0,2016.0,367308.0,277357.0
259,129.0,1988.0,223429.0,
260,129.0,1990.0,223431.0,223429.0
261,129.0,1992.0,223435.0,223431.0
262,129.0,1994.0,223434.0,223435.0
263,129.0,1996.0,223438.0,223434.0
264,129.0,1998.0,223433.0,223438.0
265,129.0,2000.0,223434.0,223433.0
266,129.0,2002.0,223433.0,223434.0
267,129.0,2004.0,223440.0,223433.0
268,129.0,2006.0,223433.0,223440.0
269,129.0,2007.0,223434.0,223433.0
270,129.0,2008.0,223434.0,223434.0
271,129.0,2010.0,226851.0,223434.0
272,129.0,2012.0,297830.0,226851.0
273,129.0,2014.0,297830.0,297830.0
274,129.0,2016.0,297830.0,297830.0
275,13.0,1964.0,228365.0,
276,13.0,1968.0,194.0,228365.0
277,13.0,1972.0,194.0,194.0
278,13.0,1976.0,17697.0,194.0
279,13.0,1980.0,228368.0,17697.0
280,13.0,1984.0,228369.0,228368.0
281,13.0,1988.0,228370.0,228369.0
282,13.0,1992.0,228371.0,228370.0
283,13.0,1996.0,11942.0,228371.0
284,13.0,2000.0,9521.0,11942.0
285,13.0,2004.0,9518.0,9521.0
286,13.0,2008.0,166708.0,9518.0
287,13.0,2012.0,166708.0,166708.0
288,13.0,2015.0,11941.0,166708.0
289,132.0,2008.0,232282.0,
290,132.0,2009.0,232278.0,232282.0
291,134.0,1971.0,50734.0,
292,134.0,1975.0,50735.0,50734.0
293,134.0,1979.0,50735.0,50735.0
294,134.0,1983.0,78797.0,50735.0
295,134.0,1984.0,153200.0,78797.0
296,134.0,1987.0,120332.0,153200.0
297,134.0,1991.0,50735.0,120332.0
298,134.0,1995.0,50735.0,50735.0
299,134.0,1999.0,50735.0,50735.0
300,134.0,2003.0,45999.0,50735.0
301,134.0,2007.0,79691.0,45999.0
302,134.0,2011.0,125808.0,79691.0
303,134.0,2015.0,339465.0,125808.0
304,135.0,1991.0,25850.0,
305,135.0,1994.0,22436.0,25850.0
