,State,County,City,web,state,city,CityID
303,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=808195,Indiana,South Bend,298.0
304,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=516936,Florida,Davie,301.0
305,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=167734,Washington,Renton,304.0
306,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=771406,Delaware,Dover,305.0
307,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=825017, New Mexico,santa fe,306.0
308,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=566064, illinois,long grove,307.0
309,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=693442, florida,fort pierce,308.0
310,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=526681, pennsylvania,lancaster,309.0
311,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=807941, north carolina,chapel hill,310.0
312,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=808597, florida,coral gables,311.0
313,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=810467,new hampshire,concord,312.0
314,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=821270, delaware, wilmington,313.0
315,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=810545, florida,miami beach,314.0
316,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=804628, california,westminster,315.0
317,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=790213,utah,sandy,316.0
318,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=816563,new jersey,trenton,317.0
319,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=790534,new york,albany,318.0
320,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=786998,pennsylvania,erie,319.0
321,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=784478,pennsylvania,harrisburg,320.0
322,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=810684,pennsylvania,reading,321.0
323,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=749840,maine,lewiston,322.0
324,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=809869,maine,portland,323.0
325,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=810468,nonpartisan,"nashua,new hampshire",324.0
326,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=823590,rhode island,cranston,325.0
327,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=823800,rhode island,pawtucket,326.0
328,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=823591,rhode island,warwick,327.0
329,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=800821,vermont,burlington,328.0
330,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=693395,wisconsin,kenosha,329.0
331,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=810816,iowa,sioux city,330.0
332,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=674699,nonpartisan,"waterloo,iowa",331.0
333,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=808550,missouri,jefferson city,332.0
334,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=226332, nebraska,grand island,333.0
335,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=790986,maryland,annapolis,334.0
336,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=805334,west virginia,charleston,335.0
337,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=561864,alabama,tuscaloosa,336.0
338,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=748784,kentucky,bowling green,337.0
339,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=766237,kentucky,frankfort,338.0
340,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=788820,mississippi,biloxi,339.0
341,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=785307,mississippi,Southaven,341.0
342,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=697508,washington,olympia,342.0
343,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=634038,arkansas,Fayetteville,343.0
344,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=781475,Louisiana,lake charles,344.0
345,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=766245,nevada,carson city,345.0
346,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=635984,utah,orem,346.0
347,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=785918,wyoming,Cheyenne,347.0
348,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=735833,alaska,fairbanks,348.0
349,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=817446,alaska,Juneau,349.0
350,,,,http://www.ourcampaigns.com/RaceDetail.html?RaceID=746989,alaska,Sitka,350.0
