,CandID
907,223551
908,26246
909,51829
910,51825
911,51824
912,58386
913,58388
914,157503
915,36317
916,231697
917,231698
918,231699
919,231700
920,231701
921,174020
922,231702
923,231703
924,4976
925,58387
926,15892
927,157505
928,157506
929,58381
930,58382
931,20564
932,58383
933,58384
934,58385
935,157504
936,208097
937,208095
938,208096
939,15799
940,58380
941,304725
942,17619
943,19122
944,9508
945,58365
946,58366
947,15884
948,61017
949,4033
950,58364
951,50420
952,162572
953,162573
954,162571
955,4026
956,20562
957,58352
958,58353
959,58354
960,10890
961,58355
962,58356
963,58357
964,58358
965,29854
966,58362
967,58363
968,160775
969,162591
970,21918
971,162592
972,160777
973,162593
974,162596
975,162594
976,162595
977,173595
978,108313
979,6277
980,29477
981,724
982,58361
983,4035
984,389
985,33003
986,216914
987,303825
988,303824
989,94763
990,51250
991,49803
992,160767
993,160769
994,160768
995,20565
996,160770
997,160771
998,18759
999,92006
1000,160772
1001,160773
1002,160774
1003,160776
1004,112109
1005,91977
1006,3409
1007,160778
1008,160779
1009,162495
1010,3610
1011,162496
1012,29772
1013,4030
1014,16214
1015,15750
1016,4495
1017,19522
1018,303819
1019,303823
1020,160782
1021,160787
1022,190760
1023,303820
1024,297939
1025,303821
1026,303822
1027,160780
1028,160781
1029,160783
1030,160784
1031,160785
1032,49797
1033,149463
1034,4793
1035,160786
1036,160788
1037,16717
1038,16715
1039,27203
1040,162533
1041,4281
1042,4481
1043,224626
1044,163547
1045,224624
1046,224625
1047,224627
1048,3652
1049,163554
1050,19447
1051,163562
1052,21914
1053,163564
1054,163565
1055,163566
1056,125049
1057,27460
1058,163549
1059,3615
1060,15749
1061,15748
1062,134154
1063,76923
1064,91983
1065,16312
1066,175295
1067,8330
1068,19
1069,51234
1070,110163
1071,110164
1072,110165
1073,110166
1074,54759
1075,219339
1076,30399
1077,110168
1078,110169
1079,21226
1080,16371
1081,11352
1082,21668
1083,204244
1084,175297
1085,174217
1086,8331
1087,19180
1088,54763
1089,54761
1090,13978
1091,54762
1092,54764
1093,1870
1094,56040
1095,56038
1096,56039
1097,16368
1098,8332
1099,204663
1100,204664
1101,204666
1102,204665
1103,159
1104,465
1105,8351
1106,8352
1107,3645
1108,8353
1109,8329
1110,795
1111,9834
1112,8347
1113,8349
1114,8350
1115,4224
1116,8345
1117,8346
1118,16311
1119,16313
1120,16314
1121,5619
1122,68296
1123,160
1124,161
1125,162
1126,165
1127,163
1128,16315
1129,16316
1130,16317
1131,16318
1132,16319
1133,31372
1134,16321
1135,16322
1136,4957
1137,6304
1138,3591
1139,3641
1140,19279
1141,19901
1142,19454
1143,21578
1144,22369
1145,19628
1146,22370
1147,22029
1148,21745
1149,22028
1150,21579
1151,22371
1152,22372
1153,22373
1154,22374
1155,21744
1156,19301
1157,21580
1158,22025
1159,22237
1160,22375
1161,22376
1162,22379
1163,19705
1164,22383
1165,22381
1166,22380
1167,22378
1168,22382
1169,19390
1170,22384
1171,21669
1172,22385
1173,21665
1174,22386
1175,22389
1176,22388
1177,2923
1178,22387
1179,20281
1180,22390
1181,21666
1182,5615
1183,21583
1184,22393
1185,22391
1186,22394
1187,22392
1188,22027
1189,22395
1190,22396
1191,22398
1192,22397
1193,22399
1194,21582
1195,22401
1196,22413
1197,22400
1198,22412
1199,21581
1200,3618
1201,14205
1202,22414
1203,23228
1204,23231
1205,23229
1206,22415
1207,23230
1208,23149
1209,22418
1210,23233
1211,22424
1212,21667
1213,22483
1214,22484
1215,22485
1216,22024
1217,23232
1218,23235
1219,23706
1220,23234
1221,22026
1222,23705
1223,23708
1224,23707
1225,21670
1226,22423
1227,23711
1228,23709
1229,23710
1230,22481
1231,23712
1232,23148
1233,22425
1234,23713
1235,22419
1236,23146
1237,23714
1238,23716
1239,23715
1240,23717
1241,23145
1242,22482
1243,23721
1244,23718
1245,23719
1246,21671
1247,2850
1248,23720
1249,22422
1250,23723
1251,23722
1252,23724
1253,22416
1254,23725
1255,23147
1256,22426
1257,22417
1258,23727
1259,23726
1260,23198
1261,23728
1262,22377
1263,24772
1264,22410
1265,22407
1266,92359
1267,92361
1268,92360
1269,92362
1270,92363
1271,92365
1272,92364
1273,92366
1274,92367
1275,92369
1276,92368
1277,63354
1278,92374
1279,92372
1280,92371
1281,92375
1282,92370
1283,92373
1284,92376
1285,92377
1286,92378
1287,92379
1288,19330
1289,92380
1290,15147
1291,92382
1292,92383
1293,92381
1294,6303
1295,3599
1296,6810
1297,6809
1298,46647
1299,13974
1300,3636
1301,112107
1302,3612
1303,3640
1304,112108
1305,112112
1306,112111
1307,112110
1308,1013
1309,133863
1310,133865
1311,133866
1312,213601
1313,239121
1314,239119
1315,239120
1316,250265
1317,170627
1318,35335
1319,221934
1320,239123
1321,239122
1322,239124
1323,19178
1324,222821
1325,3624
1326,3643
1327,201643
1328,258404
1329,133862
1330,258406
1331,258407
1332,258405
1333,92296
1334,238015
1335,239125
1336,338804
1337,245810
1338,338803
1339,338802
1340,312839
1341,105281
1342,338805
1343,274461
1344,266090
1345,338807
1346,338806
1347,338808
1348,338810
1349,338809
1350,290926
1351,69891
1352,290927
1353,290933
1354,290935
1355,290936
1356,61828
1357,290937
1358,290912
1359,290913
1360,54041
1361,15904
1362,290914
1363,290915
1364,70336
1365,223829
1366,290916
1367,15706
1368,290910
1369,69877
1370,290911
1371,15898
1372,290905
1373,224144
1374,10892
1375,53932
1376,174022
1377,15886
1378,219876
1379,219877
1380,219878
1381,35245
1382,290901
1383,145011
1384,16203
1385,16220
1386,49825
1387,125051
1388,18821
1389,125052
1390,310850
1391,251865
1392,226624
1393,49826
1394,5479
1395,34092
1396,27416
1397,61014
1398,303826
1399,252551
1400,220030
1401,303603
1402,303605
1403,253913
1404,303598
1405,303601
1406,303599
1407,303594
1408,21323
1409,303707
1410,303708
1411,303709
1412,49796
1413,6276
1414,116806
1415,21301
1416,125048
1417,223777
1418,370656
1419,214864
1420,27456
1421,125050
1422,10885
1423,125047
1424,30310
1425,3623
1426,4778
1427,202285
1428,11384
1429,13314
1430,23283
1431,54765
1432,3596
1433,5463
1434,23289
1435,23284
1436,3592
1437,3594
1438,3595
1439,3593
1440,3597
1441,3598
1442,48567
1443,77904
1444,23285
1445,179228
1446,179227
1447,179229
1448,3627
1449,3629
1450,3630
1451,3628
1452,3632
1453,3631
1454,77806
1455,266587
1456,97980
1457,5560
1458,5563
1459,107840
1460,317680
1461,5435
1462,3567
1463,8728
1464,124731
1465,239128
1466,258383
1467,15207
1468,5555
1469,112102
1470,239126
1471,236960
1472,239127
1473,338813
1474,338812
1475,338811
1476,338814
1477,338816
1478,338815
1479,102102
1480,102123
1481,102124
1482,280949
1483,134757
1484,280948
1485,36643
1486,280945
1487,280946
1488,280947
1489,102101
1490,58347
1491,58348
1492,58349
1493,58350
1494,102119
1495,102120
1496,250280
1497,102121
1498,102122
1499,263131
1500,263130
1501,102112
1502,74573
1503,102113
1504,102114
1505,330191
1506,330192
1507,102115
1508,121964
1509,330193
1510,330194
1511,102117
1512,102118
1513,330195
1514,102138
1515,102139
1516,330196
1517,102141
1518,231210
1519,36235
1520,102143
1521,330197
1522,35948
1523,330198
1524,102146
1525,330199
1526,97637
1527,100156
1528,330200
1529,102137
1530,330201
1531,330202
1532,330203
1533,97724
1534,330204
1535,330207
1536,330206
1537,330205
1538,71067
1539,97714
1540,74575
1541,100157
1542,364956
1543,367564
1544,367565
1545,100158
1546,100159
1547,74576
1548,74577
1549,364954
1550,364955
1551,100155
1552,97726
1553,367566
1554,99331
1555,73812
1556,364953
1557,99328
1558,99332
1559,99329
1560,71331
1561,71330
1562,71332
1563,71334
1564,71333
1565,162981
1566,71335
1567,17627
1568,12810
1569,71200
1570,12809
1571,162980
1572,35255
1573,162105
1574,71468
1575,13037
1576,77379
1577,77380
1578,12808
1579,12807
1580,4280
1581,16324
1582,385763
1583,298333
1584,298332
1585,12806
1586,92589
1587,92591
1588,92590
1589,297950
1590,71467
1591,27565
1592,163449
1593,12802
1594,297433
1595,297434
1596,7046
1597,2439
1598,162974
1599,12803
1600,12805
1601,12804
1602,2477
1603,297142
1604,123454
1605,192573
1606,166
1607,466
1608,6923
1609,12801
1610,2474
1611,12820
1612,167
1613,168
1614,169
1615,171
1616,170
1617,2471
1618,66003
1619,123871
1620,123070
1621,2447
1622,132295
1623,72582
1624,11139
1625,885
1626,215430
1627,246231
1628,246833
1629,255972
1630,255973
1631,255974
1632,246832
1633,873
1634,237717
1635,244037
1636,246230
1637,339267
1638,339268
1639,339283
1640,342518
1641,246232
1642,123456
1643,247630
1644,247631
1645,247633
1646,247632
1647,247634
1648,247635
1649,247636
1650,385764
1651,8232
1652,4723
1653,247638
1654,27563
1655,247637
1656,11483
1657,247639
1658,247640
1659,247641
1660,11476
1661,247642
1662,245520
1663,245521
1664,878
1665,245518
1666,12844
1667,245519
1668,2451
1669,2452
1670,2453
1671,875
1672,3761
1673,2434
1674,11464
1675,2435
1676,131044
1677,131045
1678,60597
1679,131341
1680,131340
1681,156402
1682,253338
1683,13023
1684,29459
1685,192404
1686,255977
1687,255978
1688,255975
1689,255976
1690,29457
1691,123450
1692,340964
1693,340966
1694,340965
1695,340967
1696,340968
1697,342519
1698,373437
1699,29092
1700,59924
1701,28756
1702,29085
1703,59925
1704,59920
1705,59926
1706,59921
1707,29003
1708,59922
1709,59923
1710,223353
1711,29011
1712,54828
1713,59908
1714,59909
1715,44222
1716,29000
1717,59907
1718,29093
1719,54830
1720,29087
1721,59917
1722,59918
1723,59919
1724,59914
1725,59915
1726,24907
1727,11536
1728,6384
1729,28754
1730,59910
1731,59927
1732,59928
1733,59929
1734,58595
1735,35385
1736,18730
1737,18725
1738,59930
1739,59931
1740,16351
1741,223068
1742,64585
1743,64659
1744,92691
1745,64586
1746,57793
1747,59650
1748,11593
1749,4859
1750,172
1751,8381
1752,897
1753,298767
1754,175
1755,8336
1756,8337
1757,257570
1758,886
1759,467
1760,49034
1761,49036
1762,124128
1763,173
1764,174860
1765,175229
1766,3526
1767,34265
1768,34267
1769,131253
1770,900
1771,205313
1772,241863
1773,258222
1774,258648
1775,7161
1776,231987
1777,108327
1778,20218
1779,37021
1780,186756
1781,342007
1782,342005
1783,80003
1784,342006
1785,7162
1786,223069
1787,223070
1788,132024
1789,245522
1790,257566
1791,257567
1792,219422
1793,219423
1794,219418
1795,54831
1796,219416
1797,219417
1798,2789
1799,11797
1800,219419
1801,219420
1802,219421
1803,176
1804,7076
1805,122658
1806,131342
1807,134144
1808,134145
1809,122659
1810,3770
1811,160814
1812,201117
1813,258223
1814,201340
1815,245613
1816,32471
1817,338838
1818,32518
1819,327950
1820,247764
1821,342010
1822,342008
1823,324633
1824,342009
1825,29116
1826,71482
1827,7399
1828,71478
1829,34362
1830,71481
1831,34360
1832,34359
1833,16582
1834,77385
1835,77384
1836,14813
1837,175220
1838,175221
1839,34364
1840,92667
1841,912
1842,34367
1843,34370
1844,34374
1845,184
1846,22648
1847,43242
1848,18385
1849,8603
1850,113
1851,23319
1852,112
1853,34970
1854,23320
1855,45847
1856,3775
1857,195752
1858,23948
1859,296921
1860,316996
1861,255113
1862,223447
1863,223448
1864,313309
1865,370359
1866,313298
1867,158008
1868,313302
1869,313303
1870,210336
1871,313294
1872,313295
1873,313296
1874,71528
1875,157534
1876,16565
1877,6279
1878,154345
1879,16554
1880,124663
1881,27739
1882,23947
1883,23952
1884,13396
1885,46878
1886,58212
1887,57116
1888,61246
1889,61244
1890,61247
1891,61243
1892,61245
1893,61241
1894,14554
1895,61242
1896,14548
1897,61238
1898,14552
1899,61240
1900,61239
1901,61232
1902,61233
1903,61234
1904,61235
1905,61236
1906,61228
1907,61229
1908,61231
1909,61230
1910,273758
1911,273759
1912,61227
1913,161897
1914,161899
1915,161898
1916,61226
1917,61225
1918,161905
1919,161904
1920,161903
1921,61224
1922,161860
1923,161906
1924,161908
1925,161907
1926,61217
1927,61222
1928,61223
1929,161857
1930,161865
1931,161858
1932,161861
1933,161859
1934,161864
1935,161866
1936,161868
1937,161867
1938,161862
1939,161863
1940,14537
1941,161886
1942,42267
1943,161882
1944,161880
1945,161885
1946,161883
1947,161884
1948,161881
1949,61221
1950,61220
1951,67442
1952,161956
1953,161958
1954,161957
1955,161955
1956,161959
1957,61218
1958,161950
1959,161952
1960,161949
1961,161890
1962,161948
1963,161951
1964,161954
1965,61219
1966,61248
1967,203012
1968,203013
1969,62187
1970,216451
1971,273618
1972,8255
1973,19116
1974,61216
1975,62190
1976,61214
1977,62192
1978,62191
1979,61215
1980,161900
1981,61212
1982,62188
1983,61677
1984,62185
1985,62184
1986,62186
1987,62189
1988,14540
1989,61213
1990,50194
1991,19167
1992,61654
1993,61678
1994,304454
1995,304455
1996,61676
1997,14538
1998,303208
1999,61652
2000,14815
2001,61653
2002,8094
2003,8092
2004,61651
2005,61649
2006,61650
2007,61211
2008,38237
2009,265
2010,38240
2011,38241
2012,38238
2013,38235
2014,14877
2015,38229
2016,545
2017,38232
2018,8011
2019,3539
2020,32488
2021,8040
2022,23482
2023,11504
2024,38223
2025,38225
2026,8091
2027,8043
2028,8045
2029,4857
2030,186
2031,38215
2032,38218
2033,540
2034,38216
2035,85213
2036,468
2037,1018
2038,22019
2039,32476
2040,32473
2041,3389
2042,8010
2043,3787
2044,469
2045,8013
2046,546
2047,547
2048,544
2049,554
2050,550
2051,3531
2052,3532
2053,266
2054,121498
2055,101755
2056,1038
2057,5125
2058,101756
2059,121499
2060,111693
2061,121249
2062,55697
2063,121500
2064,15753
2065,23391
2066,240492
2067,8298
2068,219226
2069,216904
2070,148471
2071,220660
2072,206805
2073,3390
2074,187
2075,246914
2076,338372
2077,342604
2078,342603
2079,219228
2080,61055
2081,5309
2082,336973
2083,338561
2084,266085
2085,72821
2086,4877
2087,50106
2088,50108
2089,11779
2090,50107
2091,50105
2092,50104
2093,8093
2094,8041
2095,143775
2096,86624
2097,143774
2098,143776
2099,8039
2100,74411
2101,143777
2102,14865
2103,8042
2104,74413
2105,8018
2106,143655
2107,143653
2108,31396
2109,143654
2110,8019
2111,11616
2112,3416
2113,22020
2114,32490
2115,3484
2116,32491
2117,32486
2118,8016
2119,8017
2120,3788
2121,8014
2122,8015
2123,3789
2124,3790
2125,3794
2126,3791
2127,3793
2128,3792
2129,3795
2130,7241
2131,5264
2132,131622
2133,131625
2134,189003
2135,131626
2136,131628
2137,131627
2138,1011
2139,256127
2140,256129
2141,9337
2142,24890
2143,256128
2144,114463
2145,5323
2146,5301
2147,101779
2148,101780
2149,156910
2150,162275
2151,162270
2152,101781
2153,162261
2154,162268
2155,100164
2156,7395
2157,162262
2158,99341
2159,156329
2160,156909
2161,156911
2162,156247
2163,156912
2164,156913
2165,156914
2166,162154
2167,156915
2168,156916
2169,134495
2170,98421
2171,156917
2172,156918
2173,156919
2174,162155
2175,162156
2176,156328
2177,44937
2178,203728
2179,98431
2180,4974
2181,156246
2182,99342
2183,161934
2184,203730
2185,157772
2186,157773
2187,203494
2188,203493
2189,203495
2190,36500
2191,203500
2192,203499
2193,203498
2194,157041
2195,203497
2196,203496
2197,203501
2198,71488
2199,161079
2200,161080
2201,99275
2202,157042
2203,4197
2204,4028
2205,160458
2206,58731
2207,23004
2208,160387
2209,76937
2210,160436
2211,94799
2212,160437
2213,160439
2214,160440
2215,23007
2216,167870
2217,203673
2218,33114
2219,105252
2220,7397
2221,160445
2222,160446
2223,23190
2224,18775
2225,160448
2226,160449
2227,160450
2228,167867
2229,167869
2230,63314
2231,167868
2232,160431
2233,19281
2234,160432
2235,18772
2236,210356
2237,215273
2238,16360
2239,33120
2240,87066
2241,87067
2242,23002
2243,9344
2244,25068
2245,163545
2246,33122
2247,17648
2248,33399
2249,33124
2250,7467
2251,189
2252,926
2253,2699
2254,8416
2255,470
2256,8417
2257,21985
2258,249576
2259,249577
2260,327
2261,23060
2262,160210
2263,28220
2264,78367
2265,160211
2266,160212
2267,160213
2268,328
2269,6963
2270,22995
2271,23010
2272,23009
2273,23011
2274,22989
2275,22986
2276,23012
2277,556
2278,557
2279,555
2280,559
2281,558
2282,560
2283,21980
2284,21981
2285,121267
2286,2650
2287,95466
2288,2656
2289,120784
2290,931
2291,192689
2292,89777
2293,2662
2294,28714
2295,115605
2296,28604
2297,108479
2298,7221
2299,2679
2300,79537
2301,241795
2302,14068
2303,338376
2304,330663
2305,241731
2306,214994
2307,214993
2308,157040
2309,214992
2310,250820
2311,250825
2312,250831
2313,250829
2314,250830
2315,250837
2316,250833
2317,250835
2318,94806
2319,203584
2320,203585
2321,203586
2322,203587
2323,203577
2324,203583
2325,214425
2326,203297
2327,209883
2328,209884
2329,359303
2330,167762
2331,167763
2332,30
2333,194359
2334,194360
2335,194364
2336,194362
2337,194363
2338,194361
2339,212510
2340,209630
2341,249594
2342,249593
2343,214442
2344,23193
2345,214654
2346,87062
2347,7079
2348,23003
2349,2730
2350,203619
2351,203620
2352,203622
2353,115456
2354,203623
2355,203621
2356,249581
2357,249580
2358,2724
2359,2725
2360,2726
2361,2651
2362,23021
2363,23022
2364,23205
2365,23204
2366,23203
2367,7308
2368,23208
2369,23207
2370,2655
2371,2654
2372,2652
2373,2653
2374,23241
2375,108476
2376,34860
2377,2719
2378,59448
2379,80131
2380,108477
2381,119202
2382,235889
2383,242068
2384,248264
2385,7468
2386,472
2387,63006
2388,63005
2389,63007
2390,53906
2391,62801
2392,62802
2393,9015
2394,62799
2395,62798
2396,62795
2397,62796
2398,62797
2399,121207
2400,131117
2401,154295
2402,385475
2403,32720
2404,385476
2405,385477
2406,248109
2407,258387
2408,46950
2409,385481
2410,385480
2411,385479
2412,385478
2413,120792
2414,4226
2415,160692
2416,219652
2417,13242
2418,13248
2419,50007
2420,275024
2421,275023
2422,174752
2423,275011
2424,13456
2425,246408
2426,50016
2427,13460
2428,234016
2429,19155
2430,13245
2431,13266
2432,4527
2433,13469
2434,50015
2435,273923
2436,9115
2437,50002
2438,50003
2439,50004
2440,275012
2441,297952
2442,246413
2443,50008
2444,50014
2445,561
2446,246411
2447,13466
2448,50011
2449,50010
2450,50012
2451,50013
2452,13277
2453,4504
2454,938
2455,19452
2456,50009
2457,13262
2458,22923
2459,13278
2460,16395
2461,92740
2462,246418
2463,246420
2464,246422
2465,206679
2466,246432
2467,4522
2468,564
2469,471
2470,4503
2471,4528
2472,13473
2473,150805
2474,3560
2475,150806
2476,78587
2477,121802
2478,156924
2479,206684
2480,206680
2481,51661
2482,218281
2483,206681
2484,51076
2485,206682
2486,206683
2487,4526
2488,22921
2489,121385
2490,235181
2491,22939
2492,81697
2493,81698
2494,81699
2495,141096
2496,563
2497,3796
2498,568
2499,48825
2500,569
2501,121703
2502,233970
2503,233971
2504,233972
2505,562
2506,565
2507,3559
2508,193
2509,270
2510,114696
2511,48828
2512,120105
2513,108263
2514,121471
